,RK,Name,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS,LNG,TD,FF,Team
621,566,Chad Stephens,DL,2,2,4,0.0,0,0,0,0,0,0,0,ECU
622,566,Cooper McDonald,LB,1,3,4,0.5,7,0,0,0,0,0,0,TCU
623,566,Jordan Huff,DB,2,2,4,0.0,0,0,0,0,0,0,0,ECU
624,566,Brendan Mott,DE,1,3,4,0.5,7,0,0,0,0,0,0,KSU
625,566,Patrick Day,S,2,2,4,0.0,0,0,0,0,0,0,0,BGSU
626,566,Paul Lewis,DB,3,1,4,0.0,0,0,0,0,0,0,0,IIIAKR
627,566,Charlie Looes,DL,2,2,4,1.5,8,0,0,0,0,0,0,RICE
628,566,Dom Jones,DB,4,0,4,0.0,0,0,0,0,0,0,0,CSU
629,566,Torren Union,S,2,2,4,0.0,0,0,0,0,0,0,0,USU
630,566,Branson Combs,LB,3,1,4,1.0,2,0,0,0,0,0,0,WAKE
631,566,Steven Parker,DE,0,4,4,0.0,0,0,0,0,0,0,0,TXST
632,566,Danny Striggow,DL,1,3,4,0.5,2,0,0,0,0,0,0,MINN
633,566,Devo Bridges,DL,1,3,4,0.0,0,0,0,0,0,0,0,FRES
634,566,Aaron Beckwith,DT,1,3,4,0.0,0,0,0,0,0,0,0,MASS
635,566,Brevin Randle,LB,2,2,4,0.0,0,0,0,0,0,0,0,UTSA
636,566,Cale Sanders Jr.,S,3,1,4,0.0,0,0,0,0,0,0,0,SMU
637,566,Bryce Edmondson,LB,2,2,4,1.0,7,0,0,0,0,0,0,MEM
638,566,Aubrey Burks,S,3,1,4,0.0,0,0,0,0,0,0,0,WVU
639,566,Jordan Hancock,CB,4,0,4,0.0,0,1,0,0,0,0,0,OSU
640,566,Patrick Payton,DL,1,3,4,0.0,0,0,0,0,0,0,0,FSU
641,566,Justin Lohrenz,DE,3,1,4,1.0,7,0,0,0,0,0,0,TLSA
642,566,Ike Larsen,S,4,0,4,0.0,0,0,1,0,0,0,0,USU
643,566,Kevin Knowles,DB,3,1,4,0.0,0,1,0,0,0,0,0,IIFSU
644,566,Justin Parks,S,4,0,4,0.0,0,0,0,0,0,0,0,ARST
645,566,Aaron Hall,DT,0,4,4,1.0,7,0,0,0,0,0,0,DUKE
646,566,Emmanuel Johnson,DL,2,2,4,0.0,0,0,0,0,0,0,0,CCU
647,566,Nohl Williams,DB,2,2,4,0.0,0,2,1,0,0,0,0,CAL
648,566,Khari Johnson,DB,2,2,4,0.0,0,1,0,0,0,0,0,BC
649,566,Jasiyah Robinson,DL,1,3,4,0.5,4,0,0,0,0,0,0,ECU
650,566,Soane Toia,DL,2,2,4,0.0,0,0,0,0,0,0,0,SJSU
651,566,Tui Faumuina-Brown,LB,3,1,4,0.0,0,0,0,0,0,0,0,CONN
652,566,Jake Chaney,LB,3,1,4,0.0,0,0,0,0,0,0,0,WIS
653,566,Cam'Ron Stewart,DE,1,3,4,0.5,2,0,0,0,0,0,0,TEM
654,566,Jaelen Stokes,DB,1,3,4,0.0,1,0,0,0,0,0,0,USF
655,566,Jack Dingle,LB,2,2,4,0.0,0,0,0,0,0,0,0,CIN
656,566,Aaron Wofford,CB,2,2,4,0.0,0,0,0,0,0,0,0,WMU
657,566,Andrew Simpson,LB,4,0,4,1.0,8,0,0,0,0,0,2,BOIS
658,566,Cooper Lanz,DL,2,2,4,0.0,0,0,0,0,0,0,0,BAY
659,566,Zeek Biggers,DL,2,2,4,0.0,0,1,0,0,0,0,0,GT
660,566,Isaac Smith,LB,2,2,4,0.0,0,0,0,0,0,0,0,TTU
661,566,Grady Kelly,DL,2,2,4,0.0,0,0,0,0,0,0,0,FSU
662,566,Neto Okpala,DE,3,1,4,1.0,7,0,0,0,0,0,0,BC
663,566,Langston Hardy,LB,4,0,4,0.0,0,0,0,0,0,0,0,CONN
664,566,Donovan Ezeiruaku,DE,3,1,4,2.0,21,0,0,0,0,0,0,BC
665,566,Phillip Lee,DE,1,3,4,0.0,0,0,0,0,0,0,0,TROY
666,566,Sean Brown,LB,3,1,4,0.0,0,0,0,0,0,0,0,NCSU
667,566,Ashton Gillotte,DL,2,2,4,1.0,5,0,0,0,0,0,0,LOU
668,566,Nic Mitchell,LB,0,4,4,0.0,0,0,0,0,0,0,0,MSST
669,566,Miguel Jackson,DT,1,3,4,0.0,0,0,0,0,0,0,0,USU
670,566,Taariq Al-Uqdah,LB,1,3,4,0.0,0,0,0,0,0,0,0,WSU
671,566,Wesley Bissainthe,LB,3,1,4,0.0,0,0,0,0,0,0,0,MIA
672,566,Daylen Everette,DB,4,0,4,0.0,0,0,0,0,0,0,0,UGA
673,566,Zane Durant,DT,2,2,4,1.0,9,0,0,0,0,0,0,PSU
674,566,Aaron Graves,DL,4,0,4,3.0,9,0,0,0,0,0,0,IOWA
675,566,Curt Neal,DL,1,3,4,0.0,0,0,0,0,0,0,0,WIS
676,566,Robert Woodyard Jr.,LB,3,1,4,0.0,0,1,0,0,0,0,0,AUB
677,566,Zion Childress,DB,4,0,4,0.0,0,0,0,0,0,0,0,UK
678,566,Donovan McMillon,DB,1,3,4,0.0,0,0,1,7,7,0,0,PITT
679,566,Gharin Stansbury,DE,0,4,4,0.0,0,0,0,0,0,0,0,JVST
680,566,Kameron Wilson,DL,3,1,4,1.0,7,0,0,0,0,0,0,CIN
681,566,Greedy Vance Jr.,CB,3,1,4,0.0,0,0,0,0,0,0,0,USC
682,566,Andrew Awe,LB,4,0,4,0.0,0,0,0,0,0,0,0,RICE
683,566,Lu-Magia Hearns,DB,3,1,4,0.0,0,0,0,0,0,0,0,IIICAL
684,566,Isaiah Cash,DB,4,0,4,0.0,0,0,0,0,0,0,0,SHSU
685,566,Dre Butler,DL,1,3,4,0.0,0,0,0,0,0,0,0,CLT
686,566,Mac McWilliams,DB,3,1,4,0.0,0,0,0,0,0,0,0,UCF
687,566,Sam Howard,LB,2,2,4,0.0,0,0,0,0,0,0,0,TULN
688,566,Keyon Martin,CB,4,0,4,0.0,0,0,0,0,0,0,0,UL
689,566,Jyron Gilmore,DB,3,1,4,0.0,0,0,0,0,0,0,0,GAST
690,566,Terrence Spence,CB,2,2,4,0.0,0,0,0,0,0,0,0,JMU
691,566,Quinn Urwiler,LB,2,2,4,0.0,0,0,0,0,0,0,0,NIU
692,566,Tanner Moku,DB,3,1,4,0.0,0,0,0,0,0,0,0,WSU
693,566,Dion Wilson Jr.,DL,2,2,4,0.0,0,0,0,0,0,0,0,SYR
694,566,Domonique Orange,DL,2,2,4,0.0,0,0,0,0,0,0,0,ISU
695,566,Elijah Herring,LB,4,0,4,1.0,6,1,0,0,0,0,0,MEM
696,566,Jalon Peoples,DB,4,0,4,0.0,0,1,0,0,0,0,0,TTU
697,566,Muhammed Jammeh,S,3,1,4,0.0,0,1,0,0,0,0,0,NIU
698,566,Dontae Balfour,DB,1,3,4,0.0,0,1,1,0,0,0,0,CLT
699,566,John Lewis,LB,0,4,4,0.0,0,0,0,0,0,0,0,MSST
700,566,Jonathan Jean,S,3,1,4,0.0,0,1,0,0,0,0,0,RICE
701,566,Courtney McBride Jr.,LB,1,3,4,0.0,0,0,0,0,0,0,0,USA
702,566,Malcolm Bell,DB,4,0,4,0.0,0,0,0,0,0,0,0,CONN
703,566,Dylan Early,S,2,2,4,0.0,0,0,0,0,0,0,0,NMSU
704,566,Ahmed Hassanein,DE,2,2,4,0.0,0,0,0,0,0,0,0,BOIS
705,566,Denzel Lowry,DT,3,1,4,0.0,0,0,0,0,0,0,0,ODU
706,566,Darrian Lewis,CB,3,1,4,0.0,0,0,0,0,0,0,0,AKR
707,566,Kip Lewis,LB,3,1,4,0.0,0,0,0,0,0,0,0,OU
708,566,William HardrickM-,DB,4,0,4,0.0,0,0,0,0,0,0,0,OH
709,566,Marquis Gracial,DT,1,3,4,0.0,0,0,0,0,0,0,0,MIZ
710,566,Ernest Hausmann,LB,2,2,4,0.0,0,0,0,0,0,0,0,MICH
711,566,Jessie Evans,DL,2,2,4,1.0,7,0,0,0,0,0,0,LT
712,566,Donterry Russell,LB,1,3,4,0.0,0,0,0,0,0,0,0,MSST
713,566,Aidan Gousby,DB,2,2,4,0.0,0,0,0,0,0,0,0,MINN
714,566,Robert Spears-Jennings,DB,3,1,4,0.0,0,0,0,0,0,0,1,OU
715,566,Devin Turner,DB,3,1,4,0.0,0,1,0,0,0,0,0,NU
716,566,VJ Payne,S,3,1,4,0.0,0,0,0,0,0,0,0,KSU
717,566,Ryland Gandy,DB,2,2,4,0.0,0,0,0,0,0,0,0,PITT
718,566,Dexter Ricks Jr.,CB,3,1,4,0.0,0,0,0,0,0,0,0,LIB
719,566,Malachi McLean,DB,2,2,4,0.0,0,0,0,0,0,0,0,CONN
720,566,J.D. Lampley,DL,2,2,4,0.5,1,0,0,0,0,0,0,ECU
721,566,CJ Mims,DL,0,4,4,0.5,3,0,0,0,0,0,0,ECU
722,566,Devin Grant,DB,3,1,4,0.0,0,1,0,0,0,0,0,SYR
723,566,Evan Smith,DB,4,0,4,0.0,0,1,1,0,0,0,0,NU
724,566,Jaiden Ausberry,LB,2,2,4,0.0,0,0,0,0,0,0,0,ND
725,566,CJ Allen,LB,3,1,4,0.0,0,0,0,0,0,0,0,UGA
726,566,Drayk Bowen,LB,3,1,4,0.0,0,0,0,0,0,0,0,ND
727,566,Marvin Burks Jr.,S,3,1,4,0.0,0,1,0,0,0,0,0,MIZ
728,566,Lewis Carter,LB,3,1,4,0.0,0,0,0,0,0,0,1,OU
729,566,Jordan Castell,DB,3,1,4,0.0,0,1,0,0,0,0,0,FLA
730,566,Kaleb Cost,DB,1,3,4,0.0,0,0,0,0,0,0,0,UNC
731,566,Sharif Denson,DB,2,2,4,0.0,0,0,0,0,0,0,0,FLA
732,566,Jason Hammond,DT,0,4,4,0.5,0,0,0,0,0,0,0,UVA
733,566,Jacobe Johnson,DB,3,1,4,0.0,0,0,0,0,0,0,0,OU
734,566,Isaiah Neal,DL,1,3,4,0.5,2,0,0,0,0,0,0,PITT
735,566,LT Overton,DL,1,3,4,0.0,0,0,0,0,0,0,0,ALA
736,566,Sylvester Smith,S,4,0,4,0.0,0,0,0,0,0,0,0,AUB
737,566,Raylen Wilson,LB,2,2,4,0.5,1,0,0,0,0,0,0,UGA
738,566,Mason Graham,DL,2,2,4,0.0,0,0,0,0,0,0,0,MICH
739,566,Tre Freeman,LB,0,4,4,0.5,2,0,0,0,0,0,0,DUKE
740,566,Desmyn Baker,LB,1,3,4,0.0,0,0,0,0,0,0,0,USM
741,566,Garland Benyard,LB,2,2,4,0.0,0,0,0,0,0,0,0,KENN
742,566,Derek Carter,CB,3,1,4,0.0,0,0,0,0,0,0,0,JVST
743,566,Angelo Rankin Jr.,CB,4,0,4,0.0,0,0,0,0,0,0,1,ODU
744,566,David Fisher,DB,4,0,4,0.0,0,1,1,30,30,1,0,SHSU
745,566,Oscar McWoodM-,LB,3,1,4,0.0,0,0,0,0,0,0,0,OH
746,566,Anthony Dunn Jr.,DE,1,3,4,0.0,0,0,0,0,0,0,0,TOL
747,566,Bam Martin-Scott,LB,4,0,4,0.0,0,1,0,0,0,0,1,SC
748,566,Jaylen Smith,LB,0,4,4,0.0,0,0,0,0,0,0,0,UNT
749,566,Brian Allen,DE,3,1,4,1.0,7,1,0,0,0,0,0,IOWA
750,566,Ayden Garnes,CB,1,3,4,0.0,0,0,0,0,0,0,0,WVU
751,566,Nate Martey,DT,1,3,4,0.0,0,0,0,0,0,0,0,ARST
752,566,Kameron Olds,DE,3,1,4,1.0,2,0,0,0,0,0,0,KENT
753,566,Kameron Hamilton,DE,2,2,4,1.0,1,0,0,0,0,0,1,TULN
754,566,Gavriel Lightfoot,DL,2,2,4,0.0,0,0,0,0,0,0,0,FRES
755,566,Keanu Tanuvasa,DT,2,2,4,0.0,0,0,0,0,0,0,0,UTAH
756,566,Jaden Williams,DT,0,4,4,0.0,0,0,0,0,0,0,0,WYO
757,566,Ethan Wesloski,LB,1,3,4,0.0,0,0,0,0,0,0,0,UNT
758,566,Tyrique Tucker,DL,3,1,4,0.0,0,0,0,0,0,0,0,IU
759,566,Josh Baka,S,3,1,4,0.0,0,0,0,0,0,0,0,KENT
760,566,Darius Thomas,LB,3,1,4,0.0,0,0,0,0,0,0,0,WKU
761,566,Jabari Mack,CB,3,1,4,0.0,0,0,0,0,0,0,0,JVST
762,566,Latrell Bullard,DL,1,3,4,0.0,0,0,0,0,0,0,0,GASO
763,566,Chauncey Logan,CB,4,0,4,0.0,0,3,0,0,0,0,0,JMU
764,566,Braeden Marshall,DB,4,0,4,0.0,0,1,0,0,0,0,0,UCF
765,566,Smith Snowden,CB,4,0,4,0.0,0,0,0,0,0,0,0,UTAH
766,566,Brad Spence,LB,0,4,4,0.0,0,0,0,0,0,0,0,ARK
767,566,Jeremiah Telander,LB,4,0,4,0.0,0,0,0,0,0,0,0,TENN
768,566,Billy Walton,DE,2,2,4,0.0,0,0,0,0,0,0,0,IIISMU
769,566,Jalen Smith,LB,1,3,4,0.0,0,0,0,0,0,0,0,TENN
770,566,K'Vion Thunderbird,LB,2,2,4,1.0,6,0,0,0,0,0,0,ASU
771,566,KP Price,DB,2,2,4,0.0,0,0,0,0,0,0,0,BC
772,566,Arvell Reese,LB,3,1,4,0.0,0,0,0,0,0,0,0,OSU
773,566,Genesis Smith,DB,3,1,4,0.0,0,0,0,0,0,0,0,ARIZ
774,566,Brian Simms,LB,0,4,4,0.0,0,0,0,0,0,0,0,IIICIN
775,566,Will James,DB,3,1,4,0.0,0,0,0,0,0,0,0,USM
776,566,Eddie Pleasant,CB,4,0,4,0.0,0,1,0,0,0,0,0,IIIBUFF
777,566,Brice Pollock,CB,0,4,4,0.0,0,1,0,0,0,0,0,MSST
778,566,Joel Boamah,CB,3,1,4,0.0,0,0,0,0,0,0,0,KENT
779,566,Joshua Moore,DB,4,0,4,0.0,0,0,0,0,0,0,0,TULN
780,566,Ashton Stamps,CB,3,1,4,0.0,0,2,0,0,0,0,0,LSU
781,566,KJ Bolden,DB,4,0,4,0.0,0,0,0,0,0,0,0,UGA
782,566,Sincere Edwards,DL,1,3,4,0.0,0,0,0,0,0,0,0,PITT
783,566,Jaylen Mbakwe,DB,3,1,4,0.0,0,1,0,0,0,0,0,ALA
784,566,Dylan Stewart,EDGE,3,1,4,1.5,14,0,0,0,0,0,2,SC
785,566,Javier Morton,S,4,0,4,0.0,0,0,0,0,0,0,0,TEM
786,566,Louis Moore,S,2,2,4,0.0,0,0,0,0,0,0,0,MISS
787,566,Zykeius Strong,DL,3,1,4,0.0,0,0,0,0,0,0,0,HOU
788,566,Kendall Whiteside,DT,0,4,4,0.0,0,0,0,0,0,0,0,NAVY
789,566,Gavin Forsha,LB,1,3,4,0.0,0,0,0,0,0,0,0,USA
790,566,Josiah Allen,LB,3,1,4,0.0,0,0,0,0,0,0,0,UTEP
791,566,Avery Smith,CB,2,2,4,0.0,0,1,0,0,0,0,0,TOL
792,566,Jaylon White-McClain,DE,3,1,4,0.0,0,0,0,0,0,0,0,ODU
793,566,Jalen Stewart,LB,2,2,4,0.0,0,1,0,0,0,0,0,MASS
794,566,Juandarion Silas,LB,3,1,4,1.0,2,0,0,0,0,0,0,KENN
795,566,Joey Zelinsky,DL,2,2,4,0.0,0,0,0,0,0,0,1,EMU
796,566,Adonis Williams Jr.,S,2,2,4,0.0,0,0,0,0,0,0,0,OHIO
797,566,Kamran James,EDGE,3,1,4,0.0,0,0,0,0,0,0,0,FLA
798,566,Christian Fuhrman,LB,1,3,4,0.0,0,0,0,0,0,0,0,NIU
799,566,Edward Rhambo,CB,3,1,4,0.0,0,1,0,0,0,0,0,BGSU
800,566,Osaro Aihie,LB,3,1,4,0.0,0,0,0,0,0,0,0,AFA
801,566,Payton Zdroik,DL,3,1,4,1.0,5,0,0,0,0,0,1,AFA
802,566,Tanner Johnson,S,2,2,4,0.0,0,0,0,0,0,0,0,MSST
803,566,Namdi Obiazor,LB,3,1,4,1.5,13,0,0,0,0,0,0,TCU
804,566,Tracy Hill Jr.,DB,4,0,4,0.0,0,1,0,0,0,0,0,GASO
805,566,Lee Molette,DB,2,2,4,0.0,0,0,0,0,0,0,0,IIICONN
806,566,JC Hart,CB,2,2,4,0.0,0,0,0,0,0,0,0,AUB
807,566,Anthony Britton,DT,2,2,4,0.0,0,0,0,0,0,0,0,UVA
808,566,Trevon Ferrell,CB,4,0,4,0.0,0,0,0,0,0,0,0,MTSU
809,566,Timmy Hinspeter,LB,1,3,4,0.0,0,0,0,0,0,0,0,RUTG
810,566,Christopher Wallace Jr.,S,1,3,4,0.0,0,0,0,0,0,0,0,USA
811,566,Dean Miller,DE,3,1,4,1.0,8,0,0,0,0,0,0,KU
812,566,Chandler Matthews,LB,3,1,4,0.0,0,0,0,0,0,0,0,WKU
813,566,Amare Campbell,LB,2,2,4,1.0,4,0,0,0,0,0,1,UNC
814,566,Keaton Thomas,LB,4,0,4,0.0,0,0,1,35,35,1,0,BAY
815,566,Skyler Gill-Howard,DT,2,2,4,0.0,0,0,0,0,0,0,0,NIU
816,566,Khalil Laufau,DT,2,2,4,1.0,8,0,0,0,0,0,0,WSU
817,566,Dylan Phelps,DB,1,3,4,0.0,0,0,0,0,0,0,0,CSU
818,566,Jayden Williams,DT,4,0,4,0.0,0,0,0,0,0,0,0,WYO
819,566,Jordan Norman,DL,1,3,4,0.0,0,0,0,0,0,0,0,USA
820,566,Jiquan Sanks,LB,1,3,4,0.0,0,0,0,0,0,0,0,CIN
821,566,Kevon Merrell,LB,2,2,4,0.0,0,0,0,0,0,0,0,ECU
822,566,Qua Russaw,LB,0,4,4,0.0,0,0,0,0,0,0,0,ALA
823,566,Elo Modozie,LB,0,4,4,0.0,0,0,0,0,0,0,0,ARMY
824,566,Kamdon McFarland,S,0,4,4,0.0,0,0,0,0,0,0,0,UNT
825,566,Kekoura Tarnue,S,3,1,4,0.0,0,0,0,0,0,0,0,WVU
826,566,Rex Van Wyhe,LB,2,2,4,0.0,0,0,0,0,0,0,0,KSU
827,566,Davon Gilmore,LB,1,3,4,0.0,0,0,0,0,0,0,0,GASO
828,566,Thaddeus Dixon,CB,4,0,4,0.0,0,2,0,0,0,0,0,WASH
829,566,Kalil Alexander,DE,2,2,4,1.5,10,0,0,0,0,0,0,TXST
830,566,Ques McNeal,CB,3,1,4,0.0,0,1,0,0,0,0,0,USM
831,566,JeRico Washington Jr.,DB,3,1,4,0.0,0,0,0,0,0,0,0,KENN
832,566,Tank Pearson,CB,2,2,4,0.0,0,0,1,0,0,0,0,OHIO
833,566,Zakaih Saez,LB,0,4,4,0.5,5,0,0,0,0,0,0,ORST
834,566,Mikailin Warren,DL,0,4,4,0.0,0,0,0,0,0,0,0,MRSH
835,566,Kai McClendon,DL,0,4,4,0.0,0,0,0,0,0,0,0,MSST
836,566,Shamir Sterlin,DB,1,3,4,0.0,0,0,0,0,0,0,0,FIU
837,566,William Echoles,DT,3,1,4,0.0,0,0,0,0,0,0,0,MISS
838,566,Bryce Butler,DL,2,2,4,0.0,0,0,0,0,0,0,0,WASH
839,566,Eric Stuart,LB,2,2,4,0.0,0,0,0,0,0,0,0,TEM
840,566,Billy Pullen,EDGE,1,3,4,1.0,9,0,0,0,0,0,0,ULM
841,566,Daniel Knudsen,LB,0,4,4,0.0,0,0,0,0,0,0,0,ULM
842,566,Seidrion Langston,LB,4,0,4,0.0,0,0,0,0,0,0,0,ULM
843,566,Kevontay Wells,DL,2,2,4,0.5,4,0,0,0,0,0,0,ULM
844,566,Jawaun Campbell,DL,2,2,4,0.0,0,0,0,0,0,0,0,JVST
845,846,Anthony Johnson Jr.,DB,1,2,3,0.0,0,0,0,0,0,0,0,WKU
846,846,Capone Blue,DB,3,0,3,0.0,0,0,0,0,0,0,0,WAKE
847,846,Kam Butler,DE,2,1,3,0.0,0,1,0,0,0,0,1,UVA
848,846,Dylan Brown,DL,0,3,3,0.0,0,0,0,0,0,0,0,JVST
849,846,Fa'Najae Gotay,LB,1,2,3,0.0,0,0,0,0,0,0,0,AUB
850,846,Jacob Bandes,DL,0,3,3,0.0,0,0,0,0,0,0,0,WASH
851,846,Elijah Alston,DL,1,2,3,0.5,1,1,0,0,0,0,0,MIA
852,846,J'Coryan Anderson,LB,1,2,3,0.0,0,0,0,0,0,0,0,MRSH
853,846,Isaiah Bagnah,DE,1,2,3,1.0,11,0,0,0,0,0,0,BYU
854,846,Sebastian Castro,DB,3,0,3,0.0,0,0,0,0,0,0,1,IOWA
855,846,Mykol Clark,DL,2,1,3,1.0,1,0,0,0,0,0,0,LT
856,846,Terrell Dawkins,DL,0,3,3,0.0,0,0,0,0,0,0,0,UNT
857,846,Kamren Fabiculanan,S,2,1,3,0.0,0,0,0,0,0,0,0,WASH
858,846,Salim Turner-Muhammad,DB,3,0,3,0.0,0,0,0,0,0,0,0,PUR
859,846,Keonte Glinton,CB,2,1,3,0.0,0,0,0,0,0,0,0,NMSU
860,846,Deeve Harris,DL,0,3,3,0.0,0,0,0,0,0,0,0,MRSH
861,846,Jahfari Harvey,DE,2,1,3,1.0,10,0,0,0,0,0,1,SMU
862,846,Demarco Jones,CB,2,1,3,0.0,0,0,0,0,0,0,0,TLSA
863,846,Antavious Lane,DB,3,0,3,0.0,0,0,0,0,0,0,1,UNC
864,846,Desmond Little,EDGE,2,1,3,1.0,6,0,0,0,0,0,0,UAB
865,846,Steve Linton,LB,2,1,3,0.0,0,0,0,0,0,0,0,BAY
866,846,Myron Morrison,LB,2,1,3,1.0,2,0,0,0,0,0,0,RICE
867,846,Damari Roberson,LB,3,0,3,0.0,0,0,0,0,0,0,0,WMU
868,846,Omar Rogers,DB,0,3,3,0.0,0,0,0,0,0,0,0,ECU
869,846,Shitta Sillah,DE,1,2,3,0.0,0,0,0,0,0,0,0,PUR
870,846,Blaine Spires,DE,2,1,3,1.0,6,0,0,0,0,0,0,USU
871,846,J.J. Weaver,LB,1,2,3,1.0,7,0,0,0,0,0,0,UK
872,846,Jordan Burch,DE,0,3,3,0.5,2,1,0,0,0,0,0,ORE
873,846,DeMonte Capehart,DT,3,0,3,0.0,0,0,0,0,0,0,0,CLEM
874,846,Demon Clowney,DL,1,2,3,0.0,0,0,0,0,0,0,0,CLT
875,846,Ben Barten,DL,1,2,3,0.0,0,0,0,0,0,0,0,WIS
876,846,Rashad Battle,DB,2,1,3,0.0,0,1,0,0,0,0,0,PITT
877,846,Taiwan Berryhill Jr.,LB,2,1,3,0.0,0,0,0,0,0,0,0,KU
878,846,Philip Blidi,DL,3,0,3,0.0,0,0,0,0,0,0,0,AUB
879,846,An'Darius Coffey,DB,1,2,3,0.0,0,0,0,0,0,0,0,MEM
880,846,Seth Coleman,LB,2,1,3,0.0,0,0,0,0,0,0,0,ILL
881,846,Dallas Gamble,CB,2,1,3,0.0,0,0,0,0,0,0,0,USA
882,846,Jalen Geiger,S,2,1,3,0.0,0,0,0,0,0,0,0,TULN
883,846,DJ Gordon,LB,1,2,3,0.0,0,0,0,0,0,0,0,IVUSF
884,846,Van Fillinger,DE,2,1,3,2.0,22,1,0,0,0,0,0,UTAH
885,846,Quinten Johnson,DB,2,1,3,0.0,0,0,0,0,0,0,0,MICH
886,846,LaMareon James,CB,3,0,3,0.0,0,1,0,0,0,0,0,TCU
887,846,Deshawn McCuin,S,3,0,3,0.0,0,1,0,0,0,0,0,SDSU
888,846,Aidan Keanaaina,DL,2,1,3,0.0,0,1,0,0,0,0,0,CAL
889,846,KD McDaniel,LB,2,1,3,0.0,0,0,0,0,0,0,0,GAST
890,846,Elijah Simmons,DL,1,2,3,0.0,0,0,0,0,0,0,0,TENN
891,846,Shae Suiaunoa,LB,2,1,3,0.0,0,0,0,0,0,0,0,WYO
892,846,Keyshawn Swanson,DB,3,0,3,0.0,0,0,0,0,0,0,0,WKU
893,846,Jalen Kimber,CB,3,0,3,0.0,0,1,0,0,0,0,0,PSU
894,846,Stephen Dix Jr.,LB,2,1,3,1.0,9,0,0,0,0,0,0,ARK
895,846,Quadric Bullard,DB,1,2,3,0.0,0,0,0,0,0,0,0,UCF
896,846,Xavier Watts,S,2,1,3,0.0,0,0,1,0,0,0,0,ND
897,846,Nash Hutmacher,DL,1,2,3,0.0,0,0,0,0,0,0,0,NEB
898,846,E'Maurion Banks,DL,2,1,3,0.0,0,0,0,0,0,0,0,TTU
899,846,D'Eryk Jackson,LB,2,1,3,0.0,0,1,0,0,0,0,0,UK
900,846,Patrick Jenkins,DL,1,2,3,0.0,0,0,0,0,0,0,0,TULN
901,846,Billy Bowman Jr.,DB,3,0,3,0.0,0,0,0,0,0,0,0,OU
902,846,Sione Lolohea,DL,0,3,3,0.5,1,0,0,0,0,0,0,FSU
903,846,Martez Poynter,DT,0,3,3,0.0,0,0,0,0,0,0,0,TOL
904,846,Jeff Roberson,LB,2,1,3,0.0,0,0,0,0,0,0,0,OKST
905,846,Tim Keenan,DL,1,2,3,0.0,0,0,0,0,0,0,0,IIIALA
906,846,Corey Thornton,DB,2,1,3,0.0,0,1,0,0,0,0,0,LOU
907,846,Marcus Burris Jr.,DL,1,2,3,1.0,9,0,0,0,0,0,0,IU
908,846,Barrett Carter,LB,2,1,3,0.0,0,0,0,0,0,0,0,CLEM
909,846,George Rooks,DL,1,2,3,0.0,0,1,0,0,0,0,0,BC
910,846,Najee Story,DL,1,2,3,1.0,6,0,0,0,0,0,0,NU
911,846,Greg Penn,LB,2,1,3,0.0,0,0,0,0,0,0,1,IIILSU
912,846,Desmond Watson,DL,2,1,3,0.0,0,0,0,0,0,0,0,FLA
913,846,Alaka'i Gilman,S,0,3,3,0.0,0,0,0,0,0,0,0,UTAH
914,846,Tyler Grubbs,LB,1,2,3,0.0,0,0,0,0,0,0,0,TULN
915,846,Ramon Henderson,DB,3,0,3,1.0,4,1,1,0,0,0,0,UCLA
916,846,Garnett Hollis Jr.,CB,3,0,3,0.0,0,1,0,0,0,0,0,WVU
917,846,Morven Joseph,LB,1,2,3,0.0,0,0,0,0,0,0,0,JVST
918,846,Lance Keneley,LB,1,2,3,0.0,0,0,0,0,0,0,0,ARIZ
919,846,Gavin Meyer,DT,0,3,3,0.0,0,0,0,0,0,0,0,USC
920,846,Jamal Potts,DB,1,2,3,0.0,0,2,0,0,0,0,0,FIU
921,846,Darius Snow,LB,2,1,3,0.0,0,0,0,0,0,0,0,MSU
922,846,Ronald Triplette,DL,2,1,3,0.0,0,0,0,0,0,0,1,UTSA
923,846,Davin Vann,DE,1,2,3,0.5,3,0,0,0,0,0,0,NCSU
924,846,Phillip O'Brien Jr.,DB,2,1,3,0.0,0,0,0,0,0,0,0,PITT
925,846,Travali Price,DE,1,2,3,0.0,0,0,0,0,0,0,0,NCSU
926,846,Clayton Smith,DL,1,2,3,1.0,12,0,0,0,0,0,0,ASU
927,846,Jamal Ligon,LB,2,1,3,0.0,0,0,0,0,0,0,0,UTSA
928,846,Tramel Logan,DL,3,0,3,2.0,27,0,0,0,0,0,1,LOU
929,846,Eric Rogers,DB,2,1,3,0.0,0,0,1,52,52,1,0,RUTG
930,846,Latrell McCutchin Sr.,DB,1,2,3,0.0,0,0,0,0,0,0,0,HOU
931,846,Torey Richardson,CB,3,0,3,0.0,0,0,0,0,0,0,0,TEM
932,846,Ethan Barr,LB,1,2,3,0.0,0,0,0,0,0,0,0,UCF
933,846,Brooks Miller,LB,3,0,3,0.0,0,0,0,0,0,0,0,BAY
934,846,Nahki Johnson,DL,1,2,3,0.0,0,0,0,0,0,0,0,PITT
935,846,D.J. Woodbury Sr.,LB,3,0,3,0.0,0,0,0,0,0,0,0,TEM
936,846,Ben Bell,DE,1,2,3,1.5,20,1,0,0,0,0,0,TXST
937,846,Sean Fresch,CB,3,0,3,0.0,0,1,0,0,0,0,0,RICE
