,RK,Name,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS,LNG,TD,FF,Team
305,251,Ty WiseM-,LB,3,3,6,0.0,0,0,0,0,0,0,0,OH
306,251,Marsel McDuffie,LB,4,2,6,1.0,7,0,0,0,0,0,0,UNLV
307,251,Justin Meyers,DB,4,2,6,0.0,0,1,0,0,0,0,0,GASO
308,251,Daymon David,S,5,1,6,0.0,0,0,0,0,0,0,0,AKR
309,251,Glendon Miller,DB,5,1,6,0.0,0,0,1,0,0,0,0,MD
310,251,Trey Fields,LB,4,2,6,0.0,0,0,0,0,0,0,0,SHSU
311,251,John Miller,LB,2,4,6,0.0,0,0,0,0,0,0,0,USU
312,251,Aaron Lewis,DL,0,6,6,0.0,0,0,0,0,0,0,0,RUTG
313,251,Damaje Yancey,CB,3,3,6,0.0,0,0,0,0,0,0,0,TROY
314,251,Sabastian Harsh,DE,4,2,6,0.0,0,0,0,0,0,0,0,WYO
315,251,Francisco Mauigoa,LB,4,2,6,1.0,8,1,0,0,0,0,0,MIA
316,251,Owen Pewee,LB,5,1,6,0.0,0,1,0,0,0,0,0,UTSA
317,251,Demone Green,DL,4,2,6,1.0,4,0,0,0,0,0,0,RICE
318,251,Louce Julien,DE,2,4,6,0.0,0,0,0,0,0,0,0,MASS
319,251,DJ McKinney,CB,3,3,6,0.0,0,0,0,0,0,0,0,COLO
320,251,Zion Washington,S,5,1,6,0.0,0,3,0,0,0,0,0,BOIS
321,251,Isaiah Smith,DE,4,2,6,2.0,11,0,0,0,0,0,0,SMU
322,251,Isaiah Jones,LB,2,4,6,0.0,0,0,0,0,0,0,0,IU
323,251,Jeremiah Cooper,DB,2,4,6,0.0,0,0,0,0,0,0,0,ISU
324,251,D'Mon Brinson,DB,3,3,6,0.0,0,0,0,0,0,0,0,CONN
325,251,AG McGhee,S,2,4,6,0.0,0,0,0,0,0,0,0,MRSH
326,251,Jacobie Henderson,CB,5,1,6,0.0,0,0,0,0,0,0,0,MRSH
327,251,Tyson Flowers,S,4,2,6,0.0,0,0,0,0,0,0,1,RICE
328,251,Grayson Howard,LB,3,3,6,0.0,0,0,0,0,0,0,0,FLA
329,251,Whit Weeks,LB,3,3,6,0.0,0,0,0,0,0,0,0,LSU
330,251,Peter Woods,DL,5,1,6,1.0,4,0,0,0,0,0,0,CLEM
331,251,Jordan Allen,S,3,3,6,0.0,0,1,0,0,0,0,0,LSU
332,251,Abe Camara,S,2,4,6,0.0,0,0,0,0,0,0,0,TCU
333,251,Vincent Anthony Jr.,DE,1,5,6,2.0,15,0,0,0,0,0,0,DUKE
334,251,Dramarian McNulty,DB,3,3,6,0.0,0,1,0,0,0,0,0,EMU
335,251,Andreas Keaton,S,4,2,6,0.0,0,0,0,0,0,0,0,TEM
336,251,Kye Holmes,S,4,2,6,0.0,0,0,0,0,0,0,0,JMU
337,251,Roy Williams,DE,4,2,6,1.0,4,0,0,0,0,0,0,NIU
338,251,Mbiti Williams Jr.,LB,5,1,6,0.0,0,0,0,0,0,0,0,NAVY
339,251,Kyle Jacob,LB,2,4,6,0.0,0,0,0,0,0,0,0,NAVY
340,251,Tyquan King,LB,2,4,6,1.0,5,0,0,0,0,0,0,TEM
341,251,Gavin Gibson,DB,1,5,6,0.0,0,0,1,30,30,1,0,ECU
342,251,Xavier Smith,S,3,3,6,0.0,0,1,0,0,0,0,0,UTEP
343,251,Carl Fauntroy,DB,2,4,6,0.0,0,0,0,0,0,0,0,ULM
344,251,Kofi Asare,DE,1,5,6,0.0,0,0,0,0,0,0,0,MASS
345,251,Matthew Bailey,DB,4,2,6,0.0,0,0,0,0,0,0,0,ILL
346,251,Rushaun Tongue,DB,6,0,6,0.0,0,0,0,0,0,0,0,WAKE
347,251,Kooper Ebel,LB,3,3,6,0.0,0,0,0,0,0,0,0,ISU
348,251,Bray Hubbard,DB,5,1,6,0.0,0,0,0,0,0,0,0,ALA
349,251,Taylor Starling,CB,3,3,6,0.0,0,0,0,0,0,0,0,UNT
350,251,Jeffrey M'Ba,DL,2,4,6,0.0,0,0,0,0,0,0,0,PUR
351,251,Landon Robinson,OL,3,3,6,1.0,8,0,0,0,0,0,0,NAVY
352,251,Scotty Edwards,S,2,4,6,0.0,0,0,0,0,0,0,0,STAN
353,251,Elijah Deravil,CB,3,3,6,0.0,0,0,0,0,0,0,0,TEM
354,251,Sonny Styles,S,1,5,6,0.0,0,0,0,0,0,0,0,OSU
355,251,Blake Thompson,DB,4,2,6,0.0,0,0,0,0,0,0,1,LT
356,251,Trey Lathan,LB,2,4,6,0.0,0,0,0,0,0,0,0,WVU
357,251,Jacob Thomas,S,1,5,6,0.0,0,0,0,0,0,0,0,JMU
358,251,Jalen Smith,LB,3,3,6,0.0,0,0,1,0,0,0,0,HAW
359,251,Zakari Tillman,LB,3,3,6,0.0,0,0,0,0,0,0,0,MSST
360,251,Moso'oipala Tuitele,EDGE,1,5,6,1.0,2,0,0,0,0,0,0,UNM
361,251,Ky'won McCray,LB,1,5,6,0.0,0,0,0,0,0,0,0,JVST
362,251,Easton Mascarenas-Arnold,LB,2,4,6,0.0,0,0,0,0,0,0,0,USC
363,251,DaShawn Stone,S,4,2,6,0.0,0,0,0,0,0,0,0,DUKE
364,251,Al-Ma'hi Ali,DB,3,3,6,0.0,0,1,0,0,0,0,0,CLT
365,251,Antwan Peek Jr.,LB,4,2,6,0.0,0,1,0,0,0,0,0,CIN
366,251,Grant Uyl,LB,3,3,6,0.0,0,0,0,0,0,0,1,AFA
367,251,D'Angelo Ponds,DB,3,3,6,0.0,0,1,0,0,0,0,0,IU
368,251,Mario Thompson,LB,5,1,6,2.0,13,0,0,0,0,0,0,ODU
369,251,Jahari Grant,DT,1,5,6,0.0,1,0,0,0,0,0,0,USF
370,251,Isaiah Green,DL,5,1,6,1.0,9,0,0,0,0,0,0,WMU
371,251,Zechariah Poyser,S,5,1,6,0.0,0,1,1,0,0,0,0,JVST
372,251,Max Ahoia,CB,3,3,6,0.0,0,0,0,0,0,0,0,RICE
373,251,Charles McCartherens,CB,6,0,6,0.0,0,0,0,0,0,0,0,BUFF
374,251,Justin Sinclair,DB,6,0,6,0.0,0,0,0,0,0,0,0,HAW
375,251,Tyrecus Davis,CB,5,1,6,0.0,0,0,0,0,0,0,0,WYO
376,251,Sidney Porter,DB,3,3,6,0.0,0,0,0,0,0,0,0,KENN
377,251,Michael Coats Jr.,CB,3,3,6,0.0,0,2,0,0,0,0,0,NEV
378,251,Stellan Bowman,LB,4,2,6,0.0,0,0,0,0,0,0,0,OHIO
379,251,Jayden Studio,LB,3,3,6,0.0,0,0,0,0,0,0,0,KENT
380,251,Xavier Robinson,LB,4,2,6,0.0,0,0,0,0,0,0,0,GAST
381,382,Keye Thompson,LB,1,4,5,0.0,0,1,0,0,0,0,0,PITT
382,382,Dennis Briggs Jr.,DL,2,3,5,0.0,0,0,0,0,0,0,0,ILL
383,382,LaVonta Bentley,LB,5,0,5,1.0,5,0,0,0,0,0,0,COLO
384,382,Akili Arnold,S,1,4,5,0.0,0,0,0,0,0,0,0,USC
385,382,Dean Clark,DB,2,3,5,0.0,0,0,0,0,0,0,0,FRES
386,382,Lance Dixon,LB,1,4,5,0.0,0,1,0,0,0,0,0,TOL
387,382,Jacob Dobbs,LB,3,2,5,1.0,4,0,0,0,0,0,0,JMU
388,382,Marvin Ham,LB,0,5,5,0.5,4,0,0,0,0,0,0,ARST
389,382,DeAndre Jules,DT,5,0,5,0.0,0,0,0,0,0,0,0,SC
390,382,Demetrius Knight Jr.,LB,5,0,5,0.0,0,0,0,0,0,0,0,SC
391,382,Kain Medrano,LB,5,0,5,0.0,0,0,0,0,0,0,1,UCLA
392,382,Gavin Potter,LB,2,3,5,0.0,0,0,0,0,0,0,0,TLSA
393,382,Kori Roberson Jr.,DT,2,3,5,0.0,0,1,1,-5,-5,0,0,SMU
394,382,Tyler Rudolph,S,1,4,5,0.0,0,1,0,0,0,0,0,MASS
395,382,Tristan Sinclair,LB,2,3,5,1.0,11,0,0,0,0,0,0,STAN
396,382,Brian UgwuM-,DL,4,1,5,0.0,0,0,0,0,0,0,0,OH
397,382,AJ Watts,DB,4,1,5,0.0,0,0,0,0,0,0,0,MEM
398,382,Wesley Steiner,LB,4,1,5,0.0,0,0,0,0,0,0,1,WSU
399,382,R.J. Mickens,S,5,0,5,0.0,0,2,0,0,0,0,0,CLEM
400,382,Chris Thompson,LB,1,4,5,0.0,0,0,0,0,0,0,0,TLSA
401,382,Makari Paige,DB,1,4,5,0.0,0,0,0,0,0,0,0,MICH
402,382,Jaiden Francois,CB,2,3,5,0.0,0,1,0,0,0,0,0,USU
403,382,Xavier Carlton,LB,1,4,5,0.0,0,0,0,0,0,0,0,CAL
404,382,Carson Bruener,LB,4,1,5,0.0,0,0,0,0,0,0,0,WASH
405,382,Brendan Harrington,LB,1,4,5,0.0,0,0,0,0,0,0,0,APP
406,382,Dayon Hayes,DE,3,2,5,0.0,0,0,0,0,0,0,0,COLO
407,382,Zach Marcheselli,LB,2,3,5,0.0,0,0,0,0,0,0,1,TLSA
408,382,Josh Sanguinetti,DB,1,4,5,0.0,0,0,0,0,0,0,0,IU
409,382,Curley Young Jr.,EDGE,1,4,5,0.0,0,0,0,0,0,0,0,JVST
410,382,Cal Haladay,LB,3,2,5,0.0,0,0,0,0,0,0,0,MSU
411,382,Deshawn Pace,LB,3,2,5,0.0,0,0,1,37,37,0,0,UCF
412,382,Mello Dotson,CB,5,0,5,0.0,0,0,1,33,33,1,0,KU
413,382,Cornell Wheeler,LB,5,0,5,0.0,0,2,0,0,0,0,0,KU
414,382,Gerrell Johnson,LB,1,4,5,0.0,0,0,0,0,0,0,0,MASS
415,382,A.J. McCarty,DB,2,3,5,0.0,0,1,0,0,0,0,0,TTU
416,382,Xander Mueller,LB,4,1,5,0.0,0,1,0,0,0,0,0,NU
417,382,Jamar Sekona,DL,5,0,5,1.0,1,0,0,0,0,0,0,HAW
418,382,Rayshaun Benny,DL,2,3,5,1.0,8,0,0,0,0,0,0,MICH
419,382,Wynden Ho'ohuli,DL,1,4,5,1.0,4,0,0,0,0,0,0,HAW
420,382,Isaiah Mcelvane,DB,1,4,5,0.0,0,0,0,0,0,0,0,LT
421,382,Plae Wyatt,S,3,2,5,0.0,0,0,0,0,0,0,0,RICE
422,382,Aeneas Peebles,DL,2,3,5,0.0,0,0,0,0,0,0,0,VT
423,382,Ronald Clarke,S,2,3,5,0.0,0,0,0,0,0,0,0,APP
424,382,Roman Parodie,CB,3,2,5,0.0,0,0,0,0,0,0,0,OHIO
425,382,Khris Bogle,DL,3,2,5,1.5,10,0,0,0,0,0,0,MSU
426,382,Nick Jackson,LB,2,3,5,0.0,0,1,0,0,0,0,0,IOWA
427,382,Naim Muhammad,CB,5,0,5,1.0,10,1,0,0,0,0,0,KENT
428,382,Duce Chestnut,DB,2,3,5,0.0,0,0,0,0,0,0,0,SYR
429,382,Mac Uihlein,LB,4,1,5,2.0,13,0,0,0,0,0,0,NU
430,382,Solomon Brown,CB,3,2,5,0.0,0,0,0,0,0,0,0,BUFF
431,382,Trey Jones IIITA&M,DB,3,2,5,0.0,0,0,0,0,0,0,0,
432,382,Trevian Thomas,S,2,3,5,0.0,0,0,0,0,0,0,0,ARST
433,382,Elijah Anderson-Taylor,LB,1,4,5,0.0,0,0,0,0,0,0,0,FIU
434,382,Gavin Pringle,CB,3,2,5,0.0,0,1,0,0,0,0,0,GAST
435,382,Eddie Williams,LB,1,4,5,0.0,0,0,0,0,0,0,0,FAU
436,382,Jalen McLeod,NT,5,0,5,1.0,8,0,0,0,0,0,0,AUB
437,382,Charles Rosser,LB,4,1,5,1.0,5,0,0,0,0,0,0,BGSU
438,382,Keonta Jenkins,LB,3,2,5,0.0,0,0,0,0,0,0,0,VT
439,382,John Howse,S,4,1,5,0.0,0,0,1,42,42,0,0,IVMTSU
440,382,Jordan Young,CB,2,3,5,0.0,0,1,0,0,0,0,0,CIN
441,382,D'Anta Johnson,DL,0,5,5,0.0,0,0,0,0,0,0,0,ECU
442,382,Brylan Lanier,S,4,1,5,0.0,0,0,0,0,0,0,0,MSST
443,382,Mitch Leigber,S,4,1,5,0.0,0,0,0,0,0,0,0,STAN
444,382,Sai'vion Jones,DE,4,1,5,2.0,8,1,0,0,0,0,1,LSU
445,382,Giovanni Davis,DL,3,2,5,0.0,0,0,0,0,0,0,0,FIU
446,382,Donte Kent,DB,4,1,5,0.0,0,0,0,0,0,0,0,CMU
447,382,Joshua Farmer,DL,2,3,5,0.0,0,0,0,0,0,0,0,FSU
448,382,Darrell Jackson Jr.,DL,0,5,5,0.0,0,0,0,0,0,0,0,FSU
449,382,Tyrese Hopkins,LB,1,4,5,0.0,0,0,0,0,0,0,0,ULM
450,382,Shaquan Loyal,DB,4,1,5,0.0,0,0,0,0,0,0,0,RUTG
451,382,Derrick Harmon,DL,1,4,5,1.5,10,0,0,0,0,0,1,ORE
452,382,Josaiah Stewart,DE,5,0,5,2.0,22,0,0,0,0,0,0,MICH
453,382,Thomas Davis,LB,3,2,5,1.5,9,0,0,0,0,0,0,APP
454,382,Mikai Gbayor,LB,2,3,5,0.0,0,0,0,0,0,0,0,NEB
455,382,Jalen Stroman,S,4,1,5,0.0,0,0,0,0,0,0,0,VT
456,382,Taz Williams,DT,2,3,5,0.0,0,0,0,0,0,0,0,USU
457,382,Ryheem Craig,LB,1,4,5,0.0,0,0,0,0,0,0,0,ECU
458,382,Peyton Price,DL,1,4,5,1.5,9,0,0,0,0,0,0,EMU
459,382,Tyler Onyedim,DE,3,2,5,0.0,0,0,0,0,0,0,0,ISU
460,382,Jadarius Green-McKnight,DB,1,4,5,0.0,0,0,0,0,0,0,0,MRSH
461,382,Thomas Witte,DT,2,3,5,0.0,0,0,0,0,0,0,0,NEV
462,382,Corey Flagg,LB,3,2,5,0.0,0,0,0,0,0,0,0,MIZ
463,382,Stone Blanton,LB,0,5,5,0.0,0,1,0,0,0,0,0,MSST
464,382,Nate Burrell,DL,1,4,5,0.0,0,0,0,0,0,0,0,CAL
465,382,Nico Davillier,DL,2,3,5,0.0,0,0,0,0,0,0,0,ARK
466,382,Josh Hunter,S,5,0,5,0.0,0,0,0,0,0,0,0,SDSU
467,382,Shemar James,LB,4,1,5,0.0,0,0,1,0,0,0,0,FLA
468,382,Jaylen Sneed,LB,4,1,5,0.0,0,0,0,0,0,0,0,ND
469,382,Myles Rowser,DB,4,1,5,0.0,0,0,0,0,0,0,0,ASU
470,382,Tevarua Tafiti,LB,3,2,5,0.0,0,0,0,0,0,0,0,STAN
471,382,Luis Medina,DE,2,3,5,0.0,0,0,0,0,0,0,0,TROY
472,382,J'Dan Burnett,DL,2,3,5,0.5,6,0,0,0,0,0,0,LT
473,382,Elliott Davison,S,4,1,5,0.0,0,1,0,0,0,0,0,UTSA
474,382,Sirad Bryant,S,5,0,5,0.0,0,0,0,0,0,0,0,UAB
475,382,Devean Deal,LB,3,2,5,0.5,6,0,0,0,0,0,0,TCU
476,382,Kilinahe Mendiola-Jensen,DB,3,2,5,0.0,0,0,0,0,0,0,0,HAW
477,382,Cam Watts,CB,0,5,5,0.0,0,0,0,0,0,0,0,UNM
478,382,Will Brooks,DB,4,1,5,0.0,0,0,0,0,0,0,0,TENN
479,382,Jordan Turner,LB,3,2,5,1.0,8,0,0,0,0,0,0,MSU
480,382,Ezra Evaimalo,DL,2,3,5,0.0,0,0,0,0,0,0,0,HAW
481,382,Rodney Robinson,S,3,2,5,0.0,0,1,0,0,0,0,0,BOIS
482,382,Carlos Allen,DL,2,3,5,0.0,0,0,0,0,0,0,0,HOU
483,382,Camby Goff,DB,2,3,5,0.0,0,0,0,0,0,0,0,AFA
484,382,Arsheen Jiles,DB,3,2,5,0.0,0,0,0,0,0,0,0,MASS
485,382,Parker McKenna,LB,3,2,5,0.0,0,0,0,0,0,0,0,WSU
486,382,Jaden Keller,LB,2,3,5,0.0,0,0,0,0,0,0,0,VT
487,382,Da'Veawn Armstead,DB,5,0,5,0.0,0,1,0,0,0,0,0,SHSU
488,382,Donovan Hinish,DL,3,2,5,0.0,0,0,0,0,0,0,0,ND
489,382,Domanick Moon,LB,5,0,5,0.0,0,0,0,0,0,0,0,WMU
490,382,Jacob Merrifield,DL,1,4,5,0.0,0,0,0,0,0,0,0,FAU
491,382,Jayden Williams,CB,2,3,5,0.0,0,0,0,0,0,0,0,FAU
492,382,Bradley Weaver,DE,3,2,5,1.0,9,0,0,0,0,0,0,OHIO
493,382,Wrook Brown,DB,3,2,5,0.0,0,1,0,0,0,0,0,WYO
494,382,Dakota Cochran,LB,2,3,5,0.0,0,0,0,0,0,0,0,CMU
495,382,Jaden Wheeler,DL,1,4,5,0.0,0,0,0,0,0,0,0,FAU
496,382,Nate Dyman,LB,5,0,5,0.0,0,0,0,0,0,0,0,UTEP
497,382,CJ Nunnally,DL,2,3,5,0.0,0,0,0,0,0,0,0,IVAKR
498,382,Nasir Bowers,DB,5,0,5,0.0,0,0,0,0,0,0,0,TOL
499,382,Wesley Williams,DE,1,4,5,0.5,5,0,0,0,0,0,0,DUKE
500,382,Kentrell Webb,DB,3,2,5,0.0,0,1,0,0,0,0,0,HOU
501,382,Jack Pyburn,EDGE,2,3,5,0.0,0,0,0,0,0,0,0,FLA
502,382,Rodney Shelley,DB,4,1,5,0.0,0,1,0,0,0,0,0,GT
503,382,A'Khori Jones,S,4,1,5,0.0,0,0,0,0,0,0,0,LIB
504,382,Nick Emmanwori,DB,5,0,5,0.0,0,1,0,0,0,0,0,SC
505,382,Reginald Hughes,EDGE,1,4,5,0.0,0,0,0,0,0,0,0,JVST
506,382,Terry Moore,S,4,1,5,0.0,0,0,0,0,0,0,0,DUKE
507,382,Jamarious Brown,DT,1,4,5,0.0,0,0,0,0,0,0,0,MISS
508,382,Anthony Hill Jr.,LB,3,2,5,0.0,0,0,0,0,0,0,0,TEX
509,382,Avieon Terrell,CB,5,0,5,0.0,0,0,0,0,0,0,0,CLEM
510,382,T.J. Searcy,EDGE,2,3,5,0.0,0,0,0,0,0,0,0,FLA
511,382,Jordan Thompson,LB,1,4,5,0.0,0,0,0,0,0,0,0,MTSU
512,382,Lavain Scruggs,DB,3,2,5,0.0,0,0,0,0,0,0,0,MD
513,382,Scooby WilliamsTA&M,LB,3,2,5,0.0,0,0,0,0,0,0,0,
514,382,Dominic DeLuca,LB,2,3,5,0.0,0,0,0,0,0,0,0,PSU
515,382,Lawai'a Brown,LB,1,4,5,0.0,0,0,0,0,0,0,0,CMU
516,382,Jack Kelly,LB,3,2,5,0.0,0,0,0,0,0,0,0,BYU
517,382,Kahzir Brown,DB,1,4,5,0.0,0,1,1,0,0,0,0,FAU
518,382,Kavian Gaither,LB,5,0,5,0.0,0,0,0,0,0,0,0,SHSU
519,382,Tyler Hallum,DB,4,1,5,0.0,0,0,0,0,0,0,0,KENN
520,382,Jamari Bellamy,DB,3,2,5,0.0,0,0,0,0,0,0,0,AFA
521,382,Trey White,EDGE,3,2,5,0.5,0,0,0,0,0,0,1,SDSU
522,382,A.J. Haulcy,DB,2,3,5,0.0,0,1,1,48,48,0,0,HOU
523,382,Malcolm Hartzog Jr.,DB,5,0,5,0.0,0,0,1,0,0,0,0,NEB
524,382,Braden Turner,DB,5,0,5,0.0,0,0,0,0,0,0,0,NU
525,382,Tony Rojas,LB,2,3,5,0.0,0,0,0,0,0,0,0,PSU
526,382,Justin Cryer,LB,2,3,5,0.0,0,0,0,0,0,0,0,FSU
527,382,Ashton Heflin,LB,0,5,5,0.0,0,0,0,0,0,0,0,MRSH
528,382,Randon Fontenette,LB,4,1,5,0.0,0,1,0,0,0,0,0,VAN
529,382,Davaughn Patterson,DB,2,3,5,0.0,0,0,0,0,0,0,0,WAKE
530,382,Isaiah Chisom,LB,1,4,5,0.0,0,0,0,0,0,0,0,ORST
531,382,Braylan Lovelace,LB,2,3,5,0.0,0,0,0,0,0,0,0,PITT
532,382,Kam Franklin,DE,2,3,5,1.5,12,0,0,0,0,0,0,MISS
533,382,Treyveon McGee,DB,3,2,5,0.0,0,0,0,0,0,0,0,CLT
534,382,Jordan Wright,DB,4,1,5,0.0,0,0,0,0,0,0,0,CONN
535,382,Eric Ford,LB,5,0,5,0.0,0,0,0,0,0,0,0,ARMY
536,382,Kevin Abrams-Verwayne,DE,1,4,5,0.5,5,0,0,0,0,0,0,APP
537,382,Keyshawn Cobb,S,1,4,5,0.0,0,1,0,0,0,0,0,NEV
538,382,Sone Aupiu,LB,2,3,5,0.0,0,3,0,0,0,0,0,NMSU
539,382,Bryson Lamb,DT,3,2,5,0.0,0,0,0,0,0,0,0,WSU
540,382,LJ Green,CB,1,4,5,0.0,0,1,0,0,0,0,0,TROY
541,382,Bryce Boettcher,LB,2,3,5,0.0,0,0,0,0,0,0,0,ORE
542,382,Jadais Richard,DB,4,1,5,0.0,0,0,0,0,0,0,0,MIA
543,382,Antavious Fish,LB,0,5,5,0.0,0,0,0,0,0,0,0,AKR
544,382,Jayden Virgin-Morgan,DE,2,3,5,1.0,2,0,0,0,0,0,0,BOIS
545,382,Ansel Din-Mbuh,DL,3,2,5,0.0,0,0,0,0,0,0,0,WSU
546,382,Simeon Coleman,LB,0,5,5,0.0,0,0,0,0,0,0,0,CIN
547,382,Nazir Ward,DB,4,1,5,0.0,0,0,0,0,0,0,0,WKU
548,382,Taye Brown,LB,1,4,5,0.0,0,0,0,0,0,0,0,ARIZ
549,382,Evan Jackson,S,5,0,5,0.0,0,1,0,0,0,0,0,UNT
550,382,Jaion Jackson,DB,3,2,5,0.0,0,0,0,0,0,0,0,CMU
551,382,Anterio Thompson,DL,4,1,5,0.0,0,0,0,0,0,0,0,WMU
552,382,Ty Morris,LB,3,2,5,1.0,6,0,0,0,0,0,0,RICE
553,382,Quincy Likio,DL,0,5,5,0.0,0,0,0,0,0,0,0,SJSU
554,382,Taniela Latu,LB,1,4,5,0.0,0,0,0,0,0,0,0,SJSU
555,382,Dimitri Johnson,LB,2,3,5,0.0,0,0,0,0,0,0,0,UNM
556,382,Nate Johnson,LB,0,5,5,0.0,0,0,0,0,0,0,0,APP
557,382,Triston Newson,LB,3,2,5,0.0,0,0,0,0,0,0,0,MIZ
558,382,Travor Randle,LB,2,3,5,0.0,0,0,0,0,0,0,0,ULM
559,382,Trez Moore,CB,5,0,5,0.0,0,0,0,0,0,0,0,TXST
560,382,DJ Johnson Jr.,LB,2,3,5,0.0,0,0,0,0,0,0,0,ECU
561,382,Tylan McNichols,LB,3,2,5,0.0,0,0,0,0,0,0,0,UAB
562,382,Ryan Nolan,S,4,1,5,0.0,0,0,0,0,0,0,0,TXST
563,382,David Santiago,LB,2,3,5,0.0,0,1,0,0,0,0,1,AFA
564,382,La'Vario Wiley,DB,2,3,5,0.0,0,0,0,0,0,0,0,UNLV
565,566,Trey Laing,DL,2,2,4,1.0,4,0,0,0,0,0,0,EMU
566,566,Ale Kaho,LB,3,1,4,1.0,11,1,0,0,0,0,0,UCLA
567,566,Bryan Addison,DB,3,1,4,0.0,0,0,0,0,0,0,0,UCLA
568,566,David Gbenda,LB,2,2,4,0.0,0,0,0,0,0,0,0,TEX
569,566,Jahmar Brown,LB,2,2,4,0.0,0,0,0,0,0,0,0,LIB
570,566,LD Cox,DT,3,1,4,1.0,4,0,0,0,0,0,0,UAB
571,566,Howard Cross,DL,2,2,4,1.0,11,0,0,0,0,0,0,IIIND
572,566,JaTravis Broughton,CB,4,0,4,0.0,0,2,0,0,0,0,0,TCU
573,566,Mehki Miller,LB,1,3,4,0.0,0,0,0,0,0,0,0,CIN
574,566,Kevin Pointer,DL,3,1,4,1.0,9,0,0,0,0,0,0,WAKE
575,566,Malcolm Ray,DL,0,4,4,0.0,0,0,0,0,0,0,0,RUTG
576,566,Craig Woodson,DB,4,0,4,0.0,0,0,0,0,0,0,0,CAL
577,566,Antwaun Powell-Ryland,DL,1,3,4,0.5,3,0,0,0,0,0,0,VT
578,566,R.J. Moten,LB,3,1,4,0.0,0,1,0,0,0,0,0,FLA
579,566,Henry Bryant,DT,3,1,4,0.0,0,0,0,0,0,0,0,IIIGAST
580,566,Jahmeer Carter,DT,2,2,4,0.0,0,0,0,0,0,0,0,UVA
581,566,Devyn Curtis,LB,4,0,4,0.0,0,0,0,0,0,0,0,MTSU
582,566,Fentrell Cypress,DB,4,0,4,0.0,0,0,0,0,0,0,0,IIFSU
583,566,D'Quan Douse,DL,1,3,4,1.0,5,0,0,0,0,0,0,MSU
584,566,Sulaiman Kpaka,DL,0,4,4,0.0,0,0,0,0,0,0,0,MSST
585,566,Gio Paez,DT,1,3,4,0.0,0,0,0,0,0,0,0,LSU
586,566,Jamie Pettway,LB,1,3,4,0.0,0,0,0,0,0,0,0,USF
587,566,Ben Smiley,DE,3,1,4,0.5,0,0,0,0,0,0,0,IIIUVA
588,566,Ali Saad,DL,0,4,4,1.0,6,0,0,0,0,0,0,BGSU
589,566,Sylvain Yondjouen,DL,2,2,4,0.0,0,0,0,0,0,0,0,GT
590,566,Dontae Manning,DB,3,1,4,0.0,0,0,0,0,0,0,0,ORE
591,566,JJ Pegues,DT,3,1,4,0.0,0,0,0,0,0,0,0,MISS
592,566,Jacobe Covington,CB,4,0,4,0.0,0,0,0,0,0,0,0,USC
593,566,Deontae Craig,DL,1,3,4,0.0,0,0,0,0,0,0,0,IOWA
594,566,Ty Hamilton,DT,1,3,4,0.0,0,0,0,0,0,0,0,OSU
595,566,Tee Denson,S,1,3,4,0.0,0,0,0,0,0,0,0,JVST
596,566,Damarjhe Lewis,DL,3,1,4,0.0,0,0,0,0,0,0,0,PUR
597,566,Gunner Maldonado,DB,3,1,4,0.0,0,0,0,0,0,0,0,ARIZ
598,566,Devonte Golden-Nelson,CB,2,2,4,0.0,0,1,0,0,0,0,0,AKR
599,566,DJ Harvey,DB,4,0,4,0.0,0,1,0,0,0,0,0,SJSU
600,566,Sage Ryan,S,0,4,4,0.0,0,0,0,0,0,0,0,LSU
601,566,Smael Mondon Jr.,LB,1,3,4,0.0,0,0,0,0,0,0,0,UGA
602,566,Hunter Washington,S,1,3,4,0.0,0,0,0,0,0,0,0,MSST
603,566,Dante Trader Jr.,DB,3,1,4,0.0,0,1,0,0,0,0,0,MD
604,566,O'Donnell Fortune,DB,3,1,4,0.0,0,0,1,0,0,0,0,SC
605,566,Jaheem Joseph,S,1,3,4,0.0,0,0,0,0,0,0,0,WVU
606,566,Kyle Kennard,EDGE,3,1,4,2.5,15,0,0,0,0,0,1,SC
607,566,Leon Lowery Jr.,LB,3,1,4,0.0,0,0,0,0,0,0,0,WIS
608,566,Caine Savage,DB,1,3,4,0.0,0,1,0,0,0,0,0,NEV
609,566,Denzel Burke,CB,2,2,4,0.0,0,0,1,0,0,0,0,OSU
610,566,Reid Carrico,LB,0,4,4,0.0,0,0,0,0,0,0,0,WVU
611,566,Kaimon Rucker,DE,4,0,4,1.0,4,1,0,0,0,0,0,UNC
612,566,Fatorma Mulbah,DL,0,4,4,0.0,0,0,0,0,0,0,0,WVU
613,566,Tyler Elsdon,LB,0,4,4,0.0,0,0,0,0,0,0,0,PSU
614,566,Jordan Miles,DL,1,3,4,1.0,10,0,0,0,0,0,0,KENN
615,566,Jay Jones,S,2,2,4,0.0,0,0,0,0,0,0,0,USM
616,566,Kydran Jenkins,LB,4,0,4,1.0,1,0,0,0,0,0,0,PUR
617,566,James Mitchell,DL,3,1,4,0.0,0,1,0,0,0,0,0,CSU
618,566,Zakee Wheatley,S,3,1,4,0.0,0,0,0,0,0,0,0,PSU
619,566,Jalen Catalon,DB,3,1,4,0.0,0,1,2,36,36,1,0,UNLV
620,566,Malik Chavis,DB,4,0,4,0.0,0,0,0,0,0,0,1,UNLV
