,RK,Name,POS,RUSH,REC,RET,TD,FG,XP,2PT,PTS,PTS/G,Team
0,1,Ashton Jeanty,RB,6,0,0,6,0,0,0,36,36.0,BOIS
1,2,Tetairoa McMillan,WR,0,4,0,4,0,0,0,24,24.0,ARIZ
2,3,Brant Kuithe,TE,0,3,0,3,0,0,0,18,18.0,UTAH
3,3,Athan Kaliakmanis,QB,0,0,0,3,0,0,0,18,18.0,RUTG
4,3,Terion Stewart,RB,3,0,0,3,0,0,0,18,18.0,BGSU
5,3,Trebor Pena,WR,1,2,0,3,0,0,0,18,18.0,SYR
6,3,Brashard Smith,RB,3,0,0,3,0,0,0,18,9.0,SMU
7,3,Jalen White,RB,3,0,0,3,0,0,0,18,18.0,GASO
8,3,Jamal Haynes,RB,3,0,0,3,0,0,0,18,9.0,GT
9,3,Deion Burks,WR,0,3,0,3,0,0,0,18,18.0,OU
10,3,Travis Hunter,ATH,0,3,0,3,0,0,0,18,18.0,COLO
11,3,Quali Conley,RB,3,0,0,3,0,0,0,18,18.0,ARIZ
12,3,Jonah Coleman,RB,3,0,0,3,0,0,0,18,18.0,WASH
13,3,Ollie Gordon,RB,3,0,0,3,0,0,0,18,18.0,IIOKST
14,3,Kevin Concepcion,WR,0,3,0,3,0,0,0,18,18.0,NCSU
15,3,Dylan Sampson,RB,3,0,0,3,0,0,0,18,18.0,TENN
16,3,Devon Dampier,QB,3,0,0,3,0,0,0,18,9.0,UNM
17,18,Caden Davis,PK,0,0,0,0,2,10,0,16,16.0,MISS
18,19,Tyler Keltner,PK,0,0,0,0,3,6,0,15,15.0,OU
19,19,Blake Craig,PK,0,0,0,0,3,6,0,15,15.0,MIZ
20,21,Ryan Fitzgerald,PK,0,0,0,0,4,2,0,14,7.0,FSU
21,21,Logan Ward,PK,0,0,0,0,3,5,0,14,14.0,OKST
22,21,Eli Heidenreich,RB,0,2,0,2,0,0,1,14,14.0,NAVY
23,21,Luke Drzewiecki,PK,0,0,0,0,2,8,0,14,7.0,UNM
24,21,Collin Rogers,PK,0,0,0,0,3,5,0,14,7.0,SMU
25,26,Ben Sauls,PK,0,0,0,0,2,7,0,13,13.0,PITT
26,26,Noah Burnette,PK,0,0,0,0,4,1,0,13,13.0,UNC
27,26,Tyler Loop,PK,0,0,0,0,2,7,0,13,13.0,ARIZ
28,26,Kade Hensley,PK,0,0,0,0,2,7,0,13,13.0,CCU
29,26,Jack Howes,PK,0,0,0,0,3,4,0,13,13.0,MD
30,26,Colton Boomer,PK,0,0,0,0,2,7,0,13,13.0,UCF
31,26,Max Gilbert,PK,0,0,0,0,2,7,0,13,13.0,TENN
32,26,Towns McGough,PK,0,0,0,0,1,10,0,13,13.0,AUB
33,34,Ty Son Lawton,RB,2,0,0,2,0,0,0,12,12.0,IU
34,34,Kelley Joiner,RB,2,0,0,2,0,0,0,12,12.0,USF
35,34,Jacquez Stuart,RB,2,0,0,2,0,0,0,12,12.0,TOL
36,34,Damon Ward Jr.,WR,0,2,0,2,0,0,0,12,12.0,UNT
37,34,Jordan Waters,RB,2,0,0,2,0,0,0,12,12.0,NCSU
38,34,Woody Marks,RB,2,0,0,2,0,0,0,12,12.0,USC
39,34,Patrick Garwo,RB,2,0,0,2,0,0,0,12,12.0,IIINEV
40,34,Jam Griffin,RB,2,0,0,2,0,0,0,12,12.0,ORST
41,34,Marquez Cooper,RB,2,0,0,2,0,0,0,12,12.0,SDSU
42,34,KeAndre Lambert-Smith,WR,0,2,0,2,0,0,0,12,12.0,AUB
43,34,Jadon Thompson,WR,0,2,0,2,0,0,0,12,12.0,LOU
44,34,Taylen Green,QB,2,0,0,2,0,0,0,12,12.0,ARK
45,34,Brock Travelstead,PK,0,0,0,0,2,6,0,12,12.0,LOU
46,34,Elijah Metcalf,WR,0,2,0,2,0,0,0,12,12.0,MRSH
47,34,Joey Hobert,WR,0,2,0,2,0,0,0,12,12.0,TXST
48,34,Jalen Milroe,QB,2,0,0,2,0,0,0,12,12.0,ALA
49,34,Ty Thompson,QB,2,0,0,2,0,0,0,12,12.0,TULN
50,34,Dont'e Thornton Jr.,WR,0,2,0,2,0,0,0,12,12.0,TENN
51,34,Trayvon Rudolph,WR,1,1,0,2,0,0,0,12,12.0,NIU
52,34,Tai Felton,WR,0,2,0,2,0,0,0,12,12.0,MD
53,34,Garrett Nussmeier,QB,0,0,0,2,0,0,0,12,12.0,LSU
54,34,RJ Harvey,RB,2,0,0,2,0,0,0,12,12.0,UCF
55,34,Nick Nash,WR,0,2,0,2,0,0,0,12,12.0,SJSU
56,34,Zak Wallace,RB,2,0,0,2,0,0,0,12,12.0,ARST
57,34,Solomon Davis,WR,0,2,0,2,0,0,0,12,12.0,CMU
58,34,Kyrese White,WR,0,2,0,2,0,0,0,12,12.0,USU
59,34,Tristan Mattson,PK,0,0,0,0,1,9,0,12,12.0,CMU
60,34,Gabe Ervin Jr.,RB,2,0,0,2,0,0,0,12,12.0,NEB
61,34,Pat Bryant,WR,0,2,0,2,0,0,0,12,12.0,ILL
62,34,Tez Johnson,WR,0,2,0,2,0,0,0,12,12.0,ORE
63,34,Braydon Bennett,RB,2,0,0,2,0,0,0,12,12.0,CCU
64,34,Kyle Williams,WR,0,2,0,2,0,0,0,12,12.0,WSU
65,34,Myles Montgomery,RB,1,1,0,2,0,0,0,12,12.0,UCF
66,34,Devin Neal,RB,2,0,0,2,0,0,0,12,12.0,KU
67,34,Kamdyn Benjamin,WR,0,1,1,2,0,0,0,12,12.0,TLSA
68,34,Anthony Hankerson,RB,2,0,0,2,0,0,0,12,12.0,ORST
69,34,Jaydn Ott,RB,2,0,0,2,0,0,0,12,12.0,CAL
70,34,George Pettaway,RB,1,1,0,2,0,0,0,12,12.0,JMU
71,34,Seth McGowan,RB,2,0,0,2,0,0,0,12,12.0,NMSU
72,34,Frank Peasant,RB,2,0,0,2,0,0,0,12,12.0,MTSU
73,34,Tre Harris,WR,0,2,0,2,0,0,0,12,12.0,MISS
74,34,Ja'Quinden Jackson,RB,2,0,0,2,0,0,0,12,12.0,ARK
75,34,Elliott Nimrod,PK,0,0,0,0,3,3,0,12,12.0,USU
76,34,Chandler Morris,QB,2,0,0,2,0,0,0,12,12.0,UNT
77,34,Jace Henry,TE,0,2,0,2,0,0,0,12,6.0,NEV
78,34,Barion Brown,WR,0,2,0,2,0,0,0,12,12.0,UK
79,34,Harrison Wallace,WR,0,2,0,2,0,0,0,12,12.0,IIIPSU
80,34,Matthew Golden,WR,0,2,0,2,0,0,0,12,12.0,TEX
81,34,Anthony Tyus,RB,2,0,0,2,0,0,0,12,12.0,IIIOHIO
82,34,Brayden Schager,QB,2,0,0,2,0,0,0,12,6.0,HAW
83,34,Kaleb Johnson,RB,2,0,0,2,0,0,0,12,12.0,IOWA
84,34,Mark Fletcher Jr.,RB,2,0,0,2,0,0,0,12,12.0,MIA
85,34,Matt Jones,RB,2,0,0,2,0,0,0,12,12.0,MISS
86,34,Myles Bailey,RB,2,0,0,2,0,0,0,12,12.0,CMU
87,34,Raphael Williams Jr.,WR,0,2,0,2,0,0,0,12,12.0,PITT
88,34,Bryson Daily,QB,2,0,0,2,0,0,0,12,12.0,ARMY
89,34,Kye Robichaux,RB,1,1,0,2,0,0,0,12,12.0,BC
90,34,Bhayshul Tuten,RB,1,1,0,2,0,0,0,12,12.0,VT
91,34,Brendan Sorsby,QB,2,0,0,2,0,0,0,12,12.0,CIN
92,34,Coy Eakin,WR,0,2,0,2,0,0,0,12,12.0,TTU
93,34,Connor Vaughn,TE,0,2,0,2,0,0,0,12,12.0,TLSA
94,34,LJ Martin,RB,1,1,0,2,0,0,0,12,12.0,BYU
95,34,Dylan Edwards,RB,1,1,0,2,0,0,0,12,12.0,KSU
96,34,Dijon Stanley,RB,0,2,0,2,0,0,0,12,12.0,UTAH
97,34,Sedrick Alexander,RB,1,1,0,2,0,0,0,12,12.0,VAN
98,34,Devin McCuin,WR,0,2,0,2,0,0,0,12,12.0,UTSA
99,34,Malcolm Simmons,WR,0,1,1,2,0,0,0,12,12.0,AUB
100,34,Jeremiah Smith,WR,0,2,0,2,0,0,0,12,12.0,OSU
101,34,Dominic Zvada,PK,0,0,0,0,3,3,0,12,12.0,MICH
102,34,Jalen Buckley,RB,2,0,0,2,0,0,0,12,12.0,WMU
103,34,Cade Harris,WR,2,0,0,2,0,0,0,12,12.0,AFA
104,34,Ian Hershey,PK,0,0,0,0,2,6,0,12,12.0,ASU
105,34,Desmond Reid,RB,1,0,1,2,0,0,0,12,12.0,PITT
106,34,Floyd Chalk,RB,2,0,0,2,0,0,0,12,12.0,IVSJSU
107,34,Lee Beebe Jr.,RB,2,0,0,2,0,0,0,12,12.0,UAB
108,34,Reece Vander Zee,WR,0,2,0,2,0,0,0,12,12.0,IOWA
109,34,Ryan Williams,WR,0,2,0,2,0,0,0,12,12.0,ALA
110,34,Sire Gaines,RB,1,1,0,2,0,0,0,12,12.0,BOIS
111,34,Kanye Udoh,RB,2,0,0,2,0,0,0,12,12.0,ARMY
112,34,Joey Aguilar,QB,2,0,0,2,0,0,0,12,12.0,APP
113,34,Mario Anderson,RB,2,0,0,2,0,0,0,12,12.0,MEM
114,34,Jacob De Jesus,WR,0,2,0,2,0,0,0,12,12.0,UNLV
115,34,Kansei Matsuzawa,PK,0,0,0,0,2,6,0,12,6.0,HAW
116,34,Desirrio Riles,TE,0,2,0,2,0,0,0,12,12.0,ECU
117,34,Wayshawn Parker,RB,1,1,0,2,0,0,0,12,12.0,WSU
118,119,Alex Herrera,PK,0,0,0,0,3,2,0,11,11.0,SC
119,119,Andres Borregales,PK,0,0,0,0,2,5,0,11,11.0,MIA
120,119,Mitch Jeter,PK,0,0,0,0,3,2,0,11,11.0,ND
121,119,Chris Tennant,PK,0,0,0,0,2,5,0,11,11.0,KSU
122,119,Aidan Birr,PK,0,0,0,0,1,8,0,11,5.5,GT
123,119,Will Ferrin,PK,0,0,0,0,2,5,0,11,11.0,BYU
124,119,Colin Karhu,PK,0,0,0,0,2,5,0,11,11.0,LIB
125,119,Jonah Delange,PK,0,0,0,0,2,5,0,11,11.0,UAB
126,127,LJ Johnson Jr.,RB,1,0,0,1,0,0,2,10,5.0,SMU
127,127,Kyle Ramsey,PK,0,0,0,0,0,10,0,10,10.0,ARK
128,127,Jacob Barnes,PK,0,0,0,0,1,7,0,10,10.0,TULN
129,127,John Cannon,PK,0,0,0,0,2,4,0,10,10.0,USF
130,127,Caden Costa,PK,0,0,0,0,2,4,0,10,10.0,MEM
131,127,Will Bettridge,PK,0,0,0,0,2,4,0,10,10.0,UVA
132,127,Christian Pavon,PK,0,0,0,0,2,4,0,10,10.0,SHSU
133,127,Bert Auburn,PK,0,0,0,0,1,7,0,10,10.0,TEX
134,127,Peyton Woodring,PK,0,0,0,0,2,4,0,10,10.0,UGA
135,127,Drew Stevens,PK,0,0,0,0,2,4,0,10,10.0,IOWA
136,127,Jayden Fielding,PK,0,0,0,0,1,7,0,10,10.0,OSU
137,127,Austin Welch,PK,0,0,0,0,3,1,0,10,10.0,KENN
138,127,Brock Taylor,PK,0,0,0,0,2,4,0,10,10.0,VAN
139,127,Gianni Spetic,PK,0,0,0,0,3,1,0,10,10.0,OHIO
140,127,Clune Van Andel,PK,0,0,0,0,2,4,0,10,10.0,ARST
141,127,Kyle Lemmermann,PK,0,0,0,0,2,4,0,10,10.0,TCU
142,127,Kali Nguma,PK,0,0,0,0,1,7,0,10,10.0,UNT
143,144,Michael Lantz,PK,0,0,0,0,2,3,0,9,9.0,USC
144,144,Matthew Dennis,PK,0,0,0,0,1,6,0,9,9.0,WAKE
145,144,Emmet Kenney,PK,0,0,0,0,2,3,0,9,9.0,STAN
146,144,John Love,PK,0,0,0,0,2,3,0,9,9.0,VT
147,144,David Olano,PK,0,0,0,0,1,6,0,9,9.0,ILL
148,144,Rece Verhoff,PK,0,0,0,0,1,6,0,9,9.0,MRSH
149,144,Garrison Rippa,PK,0,0,0,0,2,3,0,9,9.0,JVST
150,144,Mateen Bhaghani,PK,0,0,0,0,3,0,0,9,9.0,UCLA
151,144,Caden Chittenden,PK,0,0,0,0,2,3,0,9,9.0,UNLV
152,153,Anthony Booker Jr.,DT,0,0,1,1,0,0,0,8,4.0,SMU
153,153,Dean Janikowski,PK,0,0,0,0,0,8,0,8,8.0,WSU
154,153,Everett Hayes,PK,0,0,0,0,1,5,0,8,8.0,ORST
155,153,Gino Garcia,PK,0,0,0,0,2,2,0,8,8.0,TTU
156,153,Matthew Killam,PK,0,0,0,0,1,5,0,8,4.0,NEV
157,153,JC French,QB,1,0,0,1,0,0,1,8,8.0,GASO
158,153,Jalin Conyers,TE,0,1,0,1,0,0,1,8,8.0,TTU
159,153,Michael Hughes,PK,0,0,0,0,1,5,0,8,8.0,APP
160,153,Seth Morgan,PK,0,0,0,0,0,8,0,8,8.0,TLSA
161,153,Carter Brown,PK,0,0,0,0,1,5,0,8,8.0,CIN
162,153,Laith Marjan,PK,0,0,0,0,2,2,0,8,8.0,USA
163,153,Scott Taylor Renfroe,PK,0,0,0,0,2,2,0,8,8.0,TROY
164,153,Isaiah Hankins,PK,0,0,0,0,1,5,0,8,8.0,BAY
165,153,Mason Shipley,PK,0,0,0,0,2,2,0,8,8.0,TXST
166,153,Damian Ramos,PK,0,0,0,0,2,2,0,8,8.0,LSU
167,153,Jai Patel,PK,0,0,0,0,1,5,0,8,8.0,RUTG
168,153,Nathanial Vakos,PK,0,0,0,0,2,2,0,8,8.0,WIS
169,153,Brady Denaburg,PK,0,0,0,0,1,5,0,8,8.0,SYR
170,153,Kanoah Vinesett,PK,0,0,0,0,1,5,0,8,8.0,NCSU
171,153,Tristan Alvano,PK,0,0,0,0,1,5,0,8,8.0,NEB
172,153,Kyle Ferrie,PK,0,0,0,0,0,8,0,8,8.0,MSST
173,153,Todd Pelino,PK,0,0,0,0,2,2,0,8,8.0,DUKE
174,175,Kenneth Almendares,PK,0,0,0,0,1,4,0,7,7.0,UL
175,175,Jack Olsen,PK,0,0,0,0,2,1,0,7,7.0,NU
176,175,Alex Raynor,PK,0,0,0,0,1,4,0,7,7.0,UK
177,175,Ryan Coe,PK,0,0,0,0,1,4,0,7,7.0,CAL
178,175,Gavin Stewart,PK,0,0,0,0,1,4,0,7,7.0,GASO
179,175,Abraham Montano,PK,0,0,0,0,2,1,0,7,7.0,NMSU
180,175,Randy BondTA&M,PK,0,0,0,0,2,1,0,7,7.0,
181,175,Graham Nicholson,PK,0,0,0,0,0,7,0,7,7.0,ALA
182,175,Ethan Sanchez,PK,0,0,0,0,2,1,0,7,7.0,ODU
183,175,Alejandro Mata,PK,0,0,0,0,1,4,0,7,7.0,COLO
184,175,Nicolas Radicic,PK,0,0,0,0,1,4,0,7,7.0,IU
185,175,Spencer Porath,PK,0,0,0,0,0,7,0,7,7.0,PUR
186,187,Cam McCormick,TE,0,1,0,1,0,0,0,6,6.0,MIA
187,187,Bentley Hanshaw,TE,0,1,0,1,0,0,0,6,6.0,LIB
188,187,Anthony Torres,TE,0,1,0,1,0,0,0,6,6.0,TOL
189,187,Chez Mellusi,RB,1,0,0,1,0,0,0,6,6.0,WIS
190,187,Connor Bazelak,QB,1,0,0,1,0,0,0,6,6.0,BGSU
191,187,Marcus Major,RB,1,0,0,1,0,0,0,6,6.0,MINN
192,187,Ife Adeyi,WR,0,1,0,1,0,0,0,6,6.0,SHSU
193,187,Kay'Ron Lynch-Adams,RB,1,0,0,1,0,0,0,6,6.0,MSU
194,187,Stephan Bracey Jr.,WR,0,0,1,1,0,0,0,6,6.0,CMU
195,187,Michael Brown-Stephens,WR,0,1,0,1,0,0,0,6,6.0,USF
196,187,Oscar Cardenas,TE,0,1,0,1,0,0,0,6,6.0,UTSA
197,187,Blair Conwright,WR,0,1,0,1,0,0,0,6,6.0,UNT
198,187,Dequan Finn,QB,1,0,0,1,0,0,0,6,6.0,BAY
199,187,Gerald Green,RB,1,0,0,1,0,0,0,6,6.0,TROY
200,187,Ali Jennings,WR,0,1,0,1,0,0,0,6,6.0,VT
201,187,Casey Kelly,TE,0,1,0,1,0,0,0,6,6.0,ECU
202,187,Justin Lockhart,WR,0,1,0,1,0,0,0,6,6.0,SJSU
203,187,Billy Lucas,RB,1,0,0,1,0,0,0,6,6.0,LIB
204,187,Delbert Mimms,RB,1,0,0,1,0,0,0,6,6.0,IIIEMU
205,187,Isaiah Neyor,WR,0,1,0,1,0,0,0,6,6.0,NEB
206,187,JP Purvis,LB,0,0,1,1,0,0,0,6,6.0,MSST
207,187,Treon Sibley,WR,0,1,0,1,0,0,0,6,6.0,LIB
208,187,Treshaun Ward,RB,0,1,0,1,0,0,0,6,6.0,BC
209,187,Haynes King,QB,1,0,0,1,0,0,0,6,6.0,GT
210,187,Lawrance Toafili,RB,1,0,0,1,0,0,0,6,6.0,FSU
211,187,Lathan Ransom,S,0,0,1,1,0,0,0,6,6.0,OSU
212,187,Peny Boone,RB,1,0,0,1,0,0,0,6,6.0,UCF
213,187,Tahj Brooks,RB,1,0,0,1,0,0,0,6,6.0,TTU
214,187,Tyrone Broden,WR,0,1,0,1,0,0,0,6,6.0,ARK
215,187,DeCarlos Brooks,RB,1,0,0,1,0,0,0,6,6.0,ASU
216,187,Brady Cook,QB,1,0,0,1,0,0,0,6,6.0,MIZ
217,187,Quinton Cooley,RB,1,0,0,1,0,0,0,6,6.0,LIB
218,187,Kobie Campbell,WR,0,1,0,1,0,0,0,6,6.0,RICE
219,187,Kris Hutson,WR,0,1,0,1,0,0,0,6,6.0,WSU
220,187,Anthony Landphere,TE,0,1,0,1,0,0,0,6,6.0,MEM
221,187,Jerjuan Newton,WR,0,1,0,1,0,0,0,6,6.0,TOL
222,187,Eli Pancol,WR,0,1,0,1,0,0,0,6,6.0,DUKE
223,187,TJ Sheffield,WR,0,1,0,1,0,0,0,6,6.0,CONN
224,187,Rashod Owens,WR,0,1,0,1,0,0,0,6,6.0,OKST
225,187,Payton Thorne,QB,1,0,0,1,0,0,0,6,6.0,AUB
226,187,Kentron Poitier,WR,0,1,0,1,0,0,0,6,6.0,FSU
227,187,Ikaika Ragsdale,RB,1,0,0,1,0,0,0,6,6.0,UNT
228,187,Xzavier Henderson,WR,0,1,0,1,0,0,0,6,6.0,CIN
229,187,JJ Pegues,DT,1,0,0,1,0,0,0,6,6.0,MISS
230,187,Christian Fitzpatrick,WR,0,1,0,1,0,0,0,6,6.0,MRSH
231,187,Eli Wilson,TE,0,1,0,1,0,0,0,6,6.0,APP
232,187,Jimmy Holiday,WR,1,0,0,1,0,0,0,6,6.0,LT
233,187,Taji Johnson,WR,0,1,0,1,0,0,0,6,6.0,BUFF
234,187,JD Coffey,S,0,0,1,1,0,0,0,6,6.0,IIISDSU
235,187,Kyren Lacy,WR,0,1,0,1,0,0,0,6,6.0,LSU
236,187,Tamatoa Mokiao-Atimalala,WR,0,1,0,1,0,0,0,6,6.0,HAW
237,187,Brennan Presley,WR,0,1,0,1,0,0,0,6,6.0,OKST
238,187,Mark Redman,TE,0,1,0,1,0,0,0,6,6.0,LOU
239,187,Xavier Restrepo,WR,0,1,0,1,0,0,0,6,6.0,MIA
240,187,Mello Dotson,CB,0,0,1,1,0,0,0,6,6.0,KU
241,187,Ketron Jackson Jr.,WR,0,1,0,1,0,0,0,6,6.0,BAY
242,187,Tyler Warren,TE,0,1,0,1,0,0,0,6,6.0,PSU
243,187,Chamon Metayer,TE,0,1,0,1,0,0,0,6,6.0,ASU
244,187,Jordan Mosley,WR,0,1,0,1,0,0,0,6,6.0,MSST
245,187,Savion Williams,WR,0,1,0,1,0,0,0,6,6.0,TCU
246,187,Justin Wodtly,DL,0,0,1,1,0,0,0,6,6.0,ASU
247,187,Ja'Corey Brooks,WR,0,1,0,1,0,0,0,6,6.0,LOU
248,187,Dekel Crowdus,WR,0,1,0,1,0,0,0,6,6.0,HAW
249,187,Derrick Davis Jr.,RB,1,0,0,1,0,0,0,6,6.0,PITT
250,187,Donovan Edwards,RB,0,1,0,1,0,0,0,6,6.0,MICH
251,187,Miller Moss,QB,0,0,0,1,0,0,0,6,6.0,USC
252,187,B.J. Harris,RB,1,0,0,1,0,0,0,6,6.0,CMU
253,187,Doug Emilien,WR,0,1,0,1,0,0,0,6,6.0,KU
254,187,Caleb Lohner,TE,0,1,0,1,0,0,0,6,6.0,UTAH
255,187,Noah Avinger,CB,0,0,1,1,0,0,0,6,6.0,UNM
256,187,Solo Lewis,WR,0,1,0,1,0,0,0,6,6.0,LT
257,187,Evan Pryor,RB,1,0,0,1,0,0,0,6,6.0,CIN
258,187,John Gentry,RB,1,0,0,1,0,0,0,6,6.0,SHSU
259,187,Luke Grimm,WR,0,1,0,1,0,0,0,6,6.0,KU
260,187,Caleb Medford,WR,0,1,0,1,0,0,0,6,6.0,UNM
261,187,Corey Rucker,WR,0,1,0,1,0,0,0,6,6.0,ARST
262,187,Mike Wright,QB,1,0,0,1,0,0,0,6,6.0,NU
263,187,Bralon Brown,WR,0,1,0,1,0,0,0,6,6.0,MRSH
264,187,Blake Shapen,QB,1,0,0,1,0,0,0,6,6.0,MSST
265,187,Omarion Dollison,WR,0,1,0,1,0,0,0,6,6.0,JMU
266,187,Luke Floriea,WR,0,1,0,1,0,0,0,6,6.0,KENT
267,187,Donavon Greene,WR,0,1,0,1,0,0,0,6,6.0,WAKE
268,187,Taylor Morin,WR,0,0,1,1,0,0,0,6,6.0,WAKE
269,187,Jalen Catalon,DB,0,0,1,1,0,0,0,6,6.0,UNLV
270,187,KJ Jefferson,QB,1,0,0,1,0,0,0,6,6.0,UCF
271,187,Nay'Quan Wright,RB,1,0,0,1,0,0,0,6,6.0,USF
272,187,Christan Horn,WR,0,1,0,1,0,0,0,6,6.0,APP
273,187,Jacolby George,WR,0,1,0,1,0,0,0,6,6.0,MIA
274,187,Michael Hayes,PK,0,0,0,0,2,0,0,6,6.0,IIWVU
275,187,Beau Johnson,TE,0,1,0,1,0,0,0,6,6.0,GASO
276,187,Daniel Hishaw Jr.,RB,1,0,0,1,0,0,0,6,6.0,KU
277,187,Naim Muhammad,CB,0,0,1,1,0,0,0,6,6.0,KENT
278,187,Anthony Watkins,RB,1,0,0,1,0,0,0,6,6.0,TLSA
279,187,Cole Snyder,QB,1,0,0,1,0,0,0,6,6.0,EMU
280,187,Jake Bailey,WR,0,1,0,1,0,0,0,6,6.0,SMU
281,187,Marcus Bellon,WR,0,1,0,1,0,0,0,6,6.0,NEV
282,187,Jahmal Banks,WR,0,1,0,1,0,0,0,6,6.0,NEB
283,187,Quincy Skinner Jr.,WR,0,1,0,1,0,0,0,6,6.0,VAN
284,187,Max Brosmer,QB,1,0,0,1,0,0,0,6,6.0,MINN
285,187,Dom DziobanM-,PK,0,0,0,0,2,0,0,6,6.0,OH
286,187,Jacory Croskey-Merritt,RB,1,0,0,1,0,0,0,6,6.0,ARIZ
287,187,Ramon Puryear,DL,0,0,1,1,0,0,0,6,6.0,LOU
288,187,Josh Kelly,WR,0,1,0,1,0,0,0,6,6.0,TTU
289,187,Ta'Ron Keith,RB,1,0,0,1,0,0,0,6,6.0,USF
290,187,Shamar Sandgren,WR,0,1,0,1,0,0,0,6,6.0,USA
291,187,Sevion Morrison,RB,1,0,0,1,0,0,0,6,6.0,KU
292,187,Marcus Carroll,RB,1,0,0,1,0,0,0,6,6.0,MIZ
293,187,Avery Boyd,WR,0,1,0,1,0,0,0,6,6.0,GT
294,187,Jaylin Noel,WR,0,1,0,1,0,0,0,6,6.0,ISU
