Position,field_pos,team_name,String Order,Player Number,First Name,Last Name,School year
RT,Offense,Ohio Bobcats,5th String,,,,
TE,Offense,Ohio Bobcats,5th String,,,,
QB,Offense,Ohio Bobcats,5th String,,,,
RB,Offense,Ohio Bobcats,5th String,,,,
DE,Defense,Ohio Bobcats,5th String,,,,
NT,Defense,Ohio Bobcats,5th String,,,,
DT,Defense,Ohio Bobcats,5th String,,,,
JACK,Defense,Ohio Bobcats,5th String,,,,
MLB,Defense,Ohio Bobcats,5th String,,,,
WLB,Defense,Ohio Bobcats,5th String,,,,
FCB,Defense,Ohio Bobcats,5th String,,,,
SS,Defense,Ohio Bobcats,5th String,,,,
FS,Defense,Ohio Bobcats,5th String,,,,
BCB,Defense,Ohio Bobcats,5th String,,,,
NB,Defense,Ohio Bobcats,5th String,,,,
PT,Special Teams,Ohio Bobcats,5th String,,,,
PK,Special Teams,Ohio Bobcats,5th String,,,,
KO,Special Teams,Ohio Bobcats,5th String,,,,
LS,Special Teams,Ohio Bobcats,5th String,,,,
H,Special Teams,Ohio Bobcats,5th String,,,,
PR,Special Teams,Ohio Bobcats,5th String,,,,
KR,Special Teams,Ohio Bobcats,5th String,,,,
WR-X,Offense,Toledo Rockets,1st String,9,Stephens,Larry,RS JR
WR-Z,Offense,Toledo Rockets,1st String,1,Newton,Jerjuan,RS SR
WR-SL,Offense,Toledo Rockets,1st String,2,Vandeross,"III,",Junior JR
LT,Offense,Toledo Rockets,1st String,79,Jones,"Jr.,",Allen SR/TR
LG,Offense,Toledo Rockets,1st String,66,Fouty,Carter,RS JR/TR
C,Offense,Toledo Rockets,1st String,78,James,Jakob,RS SR/TR
RG,Offense,Toledo Rockets,1st String,72,Spoth,Ethan,RS SO
RT,Offense,Toledo Rockets,1st String,67,Schwiebert,Garrett,RS JR
TE,Offense,Toledo Rockets,1st String,88,Torres,Anthony,RS SR/TR
QB,Offense,Toledo Rockets,1st String,4,Gleason,Tucker,RS JR/TR
RB,Offense,Toledo Rockets,1st String,0,Stuart,Jacquez,RS SR
DE,Defense,Toledo Rockets,1st String,10,Ragin,D'Andre,RS SR
LDT,Defense,Toledo Rockets,1st String,52,Butler,Cavon,RS SR/TR
RDT,Defense,Toledo Rockets,1st String,9,Alexander,Darius,RS SR
OLB,Defense,Toledo Rockets,1st String,46,Peters,Jeremiah,RS JR
MLB,Defense,Toledo Rockets,1st String,5,Barrow,Jackson,RS SR
WLB,Defense,Toledo Rockets,1st String,31,Bolden,Daniel,RS SR
LCB,Defense,Toledo Rockets,1st String,3,Fuller,Andre,SR/TR
SS,Defense,Toledo Rockets,1st String,25,Hook,Maxen,SR
FS,Defense,Toledo Rockets,1st String,7,McNeil-Warren,Emmanuel,JR
RCB,Defense,Toledo Rockets,1st String,13,Perkins,Jadarrius,RS SR/TR
NB,Defense,Toledo Rockets,1st String,12,Smith,Avery,JR
PT,Special Teams,Toledo Rockets,1st String,36,Duran,Emilio,SO
PK,Special Teams,Toledo Rockets,1st String,29,Pawlak,Luke,RS SR/TR
KO,Special Teams,Toledo Rockets,1st String,48,Denning,Michael,RS SR/TR
LS,Special Teams,Toledo Rockets,1st String,47,Bailey,Matthew,RS SR/TR
H,Special Teams,Toledo Rockets,1st String,4,Gleason,Tucker,RS JR/TR
PR,Special Teams,Toledo Rockets,1st String,1,Newton,Jerjuan,RS SR
KR,Special Teams,Toledo Rockets,1st String,0,Stuart,Jacquez,RS SR
WR-X,Offense,Toledo Rockets,2nd String,10,Dottin,Jaden,RS SR/TR
WR-Z,Offense,Toledo Rockets,2nd String,84,Zsiros,Thomas,RS JR
WR-SL,Offense,Toledo Rockets,2nd String,21,Allen,Julian,RS FR
LT,Offense,Toledo Rockets,2nd String,65,Gales,Stephen,RS SO
LG,Offense,Toledo Rockets,2nd String,55,Traore,Ibrahim,RS SR/TR
C,Offense,Toledo Rockets,2nd String,63,Zimmerly,Grant,RS FR
RG,Offense,Toledo Rockets,2nd String,70,Orr,Rod,RS JR/TR
RT,Offense,Toledo Rockets,2nd String,74,Rhett,Cole,RS FR
TE,Offense,Toledo Rockets,2nd String,85,Ezirim,CC,SO
QB,Offense,Toledo Rockets,2nd String,6,Richter,John,Alan RS SO
RB,Offense,Toledo Rockets,2nd String,32,Shaw,"III,",Willie RS JR
DE,Defense,Toledo Rockets,2nd String,99,Ford,Travion,RS JR/TR
LDT,Defense,Toledo Rockets,2nd String,59,Poynter,Martez,RS JR
RDT,Defense,Toledo Rockets,2nd String,90,Carter,Esean,RS JR
OLB,Defense,Toledo Rockets,2nd String,4,Holt,Deshawn,RS SR/TR
MLB,Defense,Toledo Rockets,2nd String,28,Dixon,Lance,RS SR/TR
WLB,Defense,Toledo Rockets,2nd String,49,D'Appolonia,Chris,SO
LCB,Defense,Toledo Rockets,2nd String,6,Blake,Zeke,SR/TR
SS,Defense,Toledo Rockets,2nd String,26,Awls,Braden,SO
FS,Defense,Toledo Rockets,2nd String,39,Hohler,Dylan,RS FR
RCB,Defense,Toledo Rockets,2nd String,11,Miller,Hyajah,FR
NB,Defense,Toledo Rockets,2nd String,21,Bowers,Nasir,JR
PT,Special Teams,Toledo Rockets,2nd String,,,,
PK,Special Teams,Toledo Rockets,2nd String,48,Denning,Michael,RS SR/TR
KO,Special Teams,Toledo Rockets,2nd String,29,Pawlak,Luke,RS SR/TR
LS,Special Teams,Toledo Rockets,2nd String,42,Szykowny,Trey,JR
H,Special Teams,Toledo Rockets,2nd String,36,Duran,Emilio,SO
PR,Special Teams,Toledo Rockets,2nd String,21,Allen,Julian,RS FR
KR,Special Teams,Toledo Rockets,2nd String,81,Holley,"III,",Eric RS SO
WR-X,Offense,Toledo Rockets,3rd String,,,,
WR-Z,Offense,Toledo Rockets,3rd String,,,,
WR-SL,Offense,Toledo Rockets,3rd String,,,,
LT,Offense,Toledo Rockets,3rd String,,,,
LG,Offense,Toledo Rockets,3rd String,,,,
C,Offense,Toledo Rockets,3rd String,,,,
RG,Offense,Toledo Rockets,3rd String,,,,
RT,Offense,Toledo Rockets,3rd String,,,,
TE,Offense,Toledo Rockets,3rd String,,,,
QB,Offense,Toledo Rockets,3rd String,,,,
RB,Offense,Toledo Rockets,3rd String,,,,
DE,Defense,Toledo Rockets,3rd String,,,,
LDT,Defense,Toledo Rockets,3rd String,,,,
RDT,Defense,Toledo Rockets,3rd String,,,,
OLB,Defense,Toledo Rockets,3rd String,,,,
MLB,Defense,Toledo Rockets,3rd String,,,,
WLB,Defense,Toledo Rockets,3rd String,,,,
LCB,Defense,Toledo Rockets,3rd String,,,,
SS,Defense,Toledo Rockets,3rd String,,,,
FS,Defense,Toledo Rockets,3rd String,,,,
RCB,Defense,Toledo Rockets,3rd String,,,,
NB,Defense,Toledo Rockets,3rd String,,,,
PT,Special Teams,Toledo Rockets,3rd String,,,,
PK,Special Teams,Toledo Rockets,3rd String,,,,
KO,Special Teams,Toledo Rockets,3rd String,,,,
LS,Special Teams,Toledo Rockets,3rd String,,,,
H,Special Teams,Toledo Rockets,3rd String,,,,
PR,Special Teams,Toledo Rockets,3rd String,19,Crosby,"Jr.,",Terrell RS SO/TR
KR,Special Teams,Toledo Rockets,3rd String,,,,
WR-X,Offense,Toledo Rockets,4th String,,,,
WR-Z,Offense,Toledo Rockets,4th String,,,,
WR-SL,Offense,Toledo Rockets,4th String,,,,
LT,Offense,Toledo Rockets,4th String,,,,
LG,Offense,Toledo Rockets,4th String,,,,
C,Offense,Toledo Rockets,4th String,,,,
RG,Offense,Toledo Rockets,4th String,,,,
RT,Offense,Toledo Rockets,4th String,,,,
TE,Offense,Toledo Rockets,4th String,,,,
QB,Offense,Toledo Rockets,4th String,,,,
RB,Offense,Toledo Rockets,4th String,,,,
DE,Defense,Toledo Rockets,4th String,,,,
LDT,Defense,Toledo Rockets,4th String,,,,
RDT,Defense,Toledo Rockets,4th String,,,,
OLB,Defense,Toledo Rockets,4th String,,,,
MLB,Defense,Toledo Rockets,4th String,,,,
WLB,Defense,Toledo Rockets,4th String,,,,
LCB,Defense,Toledo Rockets,4th String,,,,
SS,Defense,Toledo Rockets,4th String,,,,
FS,Defense,Toledo Rockets,4th String,,,,
RCB,Defense,Toledo Rockets,4th String,,,,
NB,Defense,Toledo Rockets,4th String,,,,
PT,Special Teams,Toledo Rockets,4th String,,,,
PK,Special Teams,Toledo Rockets,4th String,,,,
KO,Special Teams,Toledo Rockets,4th String,,,,
LS,Special Teams,Toledo Rockets,4th String,,,,
H,Special Teams,Toledo Rockets,4th String,,,,
PR,Special Teams,Toledo Rockets,4th String,,,,
KR,Special Teams,Toledo Rockets,4th String,,,,
WR-X,Offense,Toledo Rockets,5th String,,,,
WR-Z,Offense,Toledo Rockets,5th String,,,,
WR-SL,Offense,Toledo Rockets,5th String,,,,
LT,Offense,Toledo Rockets,5th String,,,,
LG,Offense,Toledo Rockets,5th String,,,,
C,Offense,Toledo Rockets,5th String,,,,
RG,Offense,Toledo Rockets,5th String,,,,
RT,Offense,Toledo Rockets,5th String,,,,
TE,Offense,Toledo Rockets,5th String,,,,
QB,Offense,Toledo Rockets,5th String,,,,
RB,Offense,Toledo Rockets,5th String,,,,
DE,Defense,Toledo Rockets,5th String,,,,
LDT,Defense,Toledo Rockets,5th String,,,,
RDT,Defense,Toledo Rockets,5th String,,,,
OLB,Defense,Toledo Rockets,5th String,,,,
MLB,Defense,Toledo Rockets,5th String,,,,
WLB,Defense,Toledo Rockets,5th String,,,,
LCB,Defense,Toledo Rockets,5th String,,,,
SS,Defense,Toledo Rockets,5th String,,,,
FS,Defense,Toledo Rockets,5th String,,,,
RCB,Defense,Toledo Rockets,5th String,,,,
NB,Defense,Toledo Rockets,5th String,,,,
PT,Special Teams,Toledo Rockets,5th String,,,,
PK,Special Teams,Toledo Rockets,5th String,,,,
KO,Special Teams,Toledo Rockets,5th String,,,,
LS,Special Teams,Toledo Rockets,5th String,,,,
H,Special Teams,Toledo Rockets,5th String,,,,
PR,Special Teams,Toledo Rockets,5th String,,,,
KR,Special Teams,Toledo Rockets,5th String,,,,
WR-X,Offense,Western Michigan Broncos,1st String,5,Sambucci,Anthony,SR
WR-Z,Offense,Western Michigan Broncos,1st String,17,Dieudonne,Malique,RS JR
WR-H,Offense,Western Michigan Broncos,1st String,9,Womack,Kenneth,GR/TR
LT,Offense,Western Michigan Broncos,1st String,73,Kushi,Tedi,RS SR/TR
LG,Offense,Western Michigan Broncos,1st String,53,Murphy,Quinn,GR/TR
C,Offense,Western Michigan Broncos,1st String,77,Gideon,Jacob,SR
RG,Offense,Western Michigan Broncos,1st String,75,West,Addison,RS SR
RT,Offense,Western Michigan Broncos,1st String,63,Sherwin,Jack,RS SR
TE,Offense,Western Michigan Broncos,1st String,86,Bosma,Blake,RS JR
QB,Offense,Western Michigan Broncos,1st String,11,Wolff,Hayden,RS SR/TR
RB,Offense,Western Michigan Broncos,1st String,6,Buckley,Jalen,RS SO
LDE,Defense,Western Michigan Broncos,1st String,16,Webb,Corey,RS FR
NT,Defense,Western Michigan Broncos,1st String,54,Nelson,Mason,RS JR
DT,Defense,Western Michigan Broncos,1st String,11,Thompson,Anterio,JR/TR
RDE,Defense,Western Michigan Broncos,1st String,58,Lee,Tyson,RS JR
WLB,Defense,Western Michigan Broncos,1st String,15,Willis,Donald,RS SR/TR
MLB,Defense,Western Michigan Broncos,1st String,8,Wahlberg,Jacob,RS SR/TR
SLB,Defense,Western Michigan Broncos,1st String,4,Roberson,Damari,RS SR
LCB,Defense,Western Michigan Broncos,1st String,13,Washington,Nyquann,RS JR/TR
SS,Defense,Western Michigan Broncos,1st String,3,Hallock,Tate,GR/TR
FS,Defense,Western Michigan Broncos,1st String,5,Wofford,Aaron,JR
RCB,Defense,Western Michigan Broncos,1st String,1,Kone,Bilhal,RS SR/TR
PT,Special Teams,Western Michigan Broncos,1st String,25,Millmore,Ryan,RS FR/TR
PK,Special Teams,Western Michigan Broncos,1st String,37,Domschke,Palmer,JR
KO,Special Teams,Western Michigan Broncos,1st String,37,Domschke,Palmer,JR
LS,Special Teams,Western Michigan Broncos,1st String,46,Todd,RJ,RS SO
H,Special Teams,Western Michigan Broncos,1st String,25,Millmore,Ryan,RS FR/TR
PR,Special Teams,Western Michigan Broncos,1st String,2,Parker,Jordin,RS SR/TR
KR,Special Teams,Western Michigan Broncos,1st String,3,Nixon,Jaden,RS JR/TR
WR-X,Offense,Western Michigan Broncos,2nd String,2,Parker,Jordin,RS SR/TR
WR-Z,Offense,Western Michigan Broncos,2nd String,24,Mack,Kaevion,JR
WR-H,Offense,Western Michigan Broncos,2nd String,1,Mortimer,Devaughn,JR/TR
LT,Offense,Western Michigan Broncos,2nd String,70,Muraski,Calvin,RS JR
LG,Offense,Western Michigan Broncos,2nd String,51,Hofer,John,RS JR
C,Offense,Western Michigan Broncos,2nd String,65,Schleicher,Jeremy,FR
RG,Offense,Western Michigan Broncos,2nd String,76,Schuster,Chad,RS SO/TR
RT,Offense,Western Michigan Broncos,2nd String,72,Dabo,Gavin,FR
TE,Offense,Western Michigan Broncos,2nd String,15,Toudle,Chris,GR/TR
QB,Offense,Western Michigan Broncos,2nd String,14,Lowry,Broc,RS FR/TR
RB,Offense,Western Michigan Broncos,2nd String,3,Nixon,Jaden,RS JR/TR
LDE,Defense,Western Michigan Broncos,2nd String,99,McGraw,Rodney,JR/TR
NT,Defense,Western Michigan Broncos,2nd String,10,Green,Isaiah,JR/TR
DT,Defense,Western Michigan Broncos,2nd String,91,Tyler,Marcel,JR/TR
RDE,Defense,Western Michigan Broncos,2nd String,2,Williams,Popeye,RS SO/TR
WLB,Defense,Western Michigan Broncos,2nd String,22,Bonnema,Boone,RS SR
MLB,Defense,Western Michigan Broncos,2nd String,47,Moon,Domanick,RS SO/TR
SLB,Defense,Western Michigan Broncos,2nd String,12,Moore,Dillon,RS SO
LCB,Defense,Western Michigan Broncos,2nd String,0,Bussell,DaShon,GR
SS,Defense,Western Michigan Broncos,2nd String,30,Adams,Armani-Eli,GR/TR
FS,Defense,Western Michigan Broncos,2nd String,14,Williams,"Jr.,",Lorenzo RS FR
RCB,Defense,Western Michigan Broncos,2nd String,21,Franklin,Josh,SO
PT,Special Teams,Western Michigan Broncos,2nd String,18,Zurak,Luka,RS SR/TR
PK,Special Teams,Western Michigan Broncos,2nd String,18,Zurak,Luka,RS SR/TR
KO,Special Teams,Western Michigan Broncos,2nd String,18,Zurak,Luka,RS SR/TR
LS,Special Teams,Western Michigan Broncos,2nd String,34,Doorhy,Peyton,RS JR
H,Special Teams,Western Michigan Broncos,2nd String,,,,
PR,Special Teams,Western Michigan Broncos,2nd String,5,Sambucci,Anthony,SR
KR,Special Teams,Western Michigan Broncos,2nd String,1,Mortimer,Devaughn,JR/TR
WR-X,Offense,Western Michigan Broncos,3rd String,,,,
WR-Z,Offense,Western Michigan Broncos,3rd String,,,,
WR-H,Offense,Western Michigan Broncos,3rd String,,,,
LT,Offense,Western Michigan Broncos,3rd String,,,,
LG,Offense,Western Michigan Broncos,3rd String,,,,
C,Offense,Western Michigan Broncos,3rd String,,,,
RG,Offense,Western Michigan Broncos,3rd String,,,,
RT,Offense,Western Michigan Broncos,3rd String,,,,
TE,Offense,Western Michigan Broncos,3rd String,,,,
QB,Offense,Western Michigan Broncos,3rd String,,,,
RB,Offense,Western Michigan Broncos,3rd String,10,Abdus-Salaam,Zahir,SR
LDE,Defense,Western Michigan Broncos,3rd String,,,,
NT,Defense,Western Michigan Broncos,3rd String,,,,
DT,Defense,Western Michigan Broncos,3rd String,,,,
RDE,Defense,Western Michigan Broncos,3rd String,,,,
WLB,Defense,Western Michigan Broncos,3rd String,,,,
MLB,Defense,Western Michigan Broncos,3rd String,,,,
SLB,Defense,Western Michigan Broncos,3rd String,,,,
LCB,Defense,Western Michigan Broncos,3rd String,,,,
SS,Defense,Western Michigan Broncos,3rd String,,,,
FS,Defense,Western Michigan Broncos,3rd String,,,,
RCB,Defense,Western Michigan Broncos,3rd String,,,,
PT,Special Teams,Western Michigan Broncos,3rd String,,,,
PK,Special Teams,Western Michigan Broncos,3rd String,,,,
KO,Special Teams,Western Michigan Broncos,3rd String,,,,
LS,Special Teams,Western Michigan Broncos,3rd String,,,,
H,Special Teams,Western Michigan Broncos,3rd String,,,,
PR,Special Teams,Western Michigan Broncos,3rd String,,,,
KR,Special Teams,Western Michigan Broncos,3rd String,,,,
WR-X,Offense,Western Michigan Broncos,4th String,,,,
WR-Z,Offense,Western Michigan Broncos,4th String,,,,
WR-H,Offense,Western Michigan Broncos,4th String,,,,
LT,Offense,Western Michigan Broncos,4th String,,,,
LG,Offense,Western Michigan Broncos,4th String,,,,
C,Offense,Western Michigan Broncos,4th String,,,,
RG,Offense,Western Michigan Broncos,4th String,,,,
RT,Offense,Western Michigan Broncos,4th String,,,,
TE,Offense,Western Michigan Broncos,4th String,,,,
QB,Offense,Western Michigan Broncos,4th String,,,,
RB,Offense,Western Michigan Broncos,4th String,,,,
LDE,Defense,Western Michigan Broncos,4th String,,,,
NT,Defense,Western Michigan Broncos,4th String,,,,
DT,Defense,Western Michigan Broncos,4th String,,,,
RDE,Defense,Western Michigan Broncos,4th String,,,,
WLB,Defense,Western Michigan Broncos,4th String,,,,
MLB,Defense,Western Michigan Broncos,4th String,,,,
SLB,Defense,Western Michigan Broncos,4th String,,,,
LCB,Defense,Western Michigan Broncos,4th String,,,,
SS,Defense,Western Michigan Broncos,4th String,,,,
FS,Defense,Western Michigan Broncos,4th String,,,,
RCB,Defense,Western Michigan Broncos,4th String,,,,
PT,Special Teams,Western Michigan Broncos,4th String,,,,
PK,Special Teams,Western Michigan Broncos,4th String,,,,
KO,Special Teams,Western Michigan Broncos,4th String,,,,
LS,Special Teams,Western Michigan Broncos,4th String,,,,
H,Special Teams,Western Michigan Broncos,4th String,,,,
PR,Special Teams,Western Michigan Broncos,4th String,,,,
KR,Special Teams,Western Michigan Broncos,4th String,,,,
WR-X,Offense,Western Michigan Broncos,5th String,,,,
WR-Z,Offense,Western Michigan Broncos,5th String,,,,
WR-H,Offense,Western Michigan Broncos,5th String,,,,
LT,Offense,Western Michigan Broncos,5th String,,,,
LG,Offense,Western Michigan Broncos,5th String,,,,
C,Offense,Western Michigan Broncos,5th String,,,,
RG,Offense,Western Michigan Broncos,5th String,,,,
RT,Offense,Western Michigan Broncos,5th String,,,,
TE,Offense,Western Michigan Broncos,5th String,,,,
QB,Offense,Western Michigan Broncos,5th String,,,,
RB,Offense,Western Michigan Broncos,5th String,,,,
LDE,Defense,Western Michigan Broncos,5th String,,,,
NT,Defense,Western Michigan Broncos,5th String,,,,
DT,Defense,Western Michigan Broncos,5th String,,,,
RDE,Defense,Western Michigan Broncos,5th String,,,,
WLB,Defense,Western Michigan Broncos,5th String,,,,
MLB,Defense,Western Michigan Broncos,5th String,,,,
SLB,Defense,Western Michigan Broncos,5th String,,,,
LCB,Defense,Western Michigan Broncos,5th String,,,,
SS,Defense,Western Michigan Broncos,5th String,,,,
FS,Defense,Western Michigan Broncos,5th String,,,,
RCB,Defense,Western Michigan Broncos,5th String,,,,
PT,Special Teams,Western Michigan Broncos,5th String,,,,
PK,Special Teams,Western Michigan Broncos,5th String,,,,
KO,Special Teams,Western Michigan Broncos,5th String,,,,
LS,Special Teams,Western Michigan Broncos,5th String,,,,
H,Special Teams,Western Michigan Broncos,5th String,,,,
PR,Special Teams,Western Michigan Broncos,5th String,,,,
KR,Special Teams,Western Michigan Broncos,5th String,,,,
WR-X,Offense,Air Force Falcons,1st String,9,Smith,Quin,JR
WR-Z,Offense,Air Force Falcons,1st String,21,Harris,Cade,SR
LT,Offense,Air Force Falcons,1st String,76,Moore,Alex,SR
LG,Offense,Air Force Falcons,1st String,71,McAninch,Michael,SR
C,Offense,Air Force Falcons,1st String,67,Cooley,Costen,JR
RG,Offense,Air Force Falcons,1st String,54,Kohal,Jackson,SR
RT,Offense,Air Force Falcons,1st String,65,Floysand,Samuel,JR
TE,Offense,Air Force Falcons,1st String,88,Fleischmann,Bruin,JR
QB,Offense,Air Force Falcons,1st String,3,Busha,John,JR
RB,Offense,Air Force Falcons,1st String,28,Calvert,Aiden,SR
FB,Offense,Air Force Falcons,1st String,5,Carson,Dylan,JR
DE,Defense,Air Force Falcons,1st String,58,Adams,Jackson,JR
NT,Defense,Air Force Falcons,1st String,62,Tomasi,James,SR
DT,Defense,Air Force Falcons,1st String,99,Swartz,Aidan,JR
OLB,Defense,Air Force Falcons,1st String,18,Sanders,Elijah,SR
MLB,Defense,Air Force Falcons,1st String,8,Aihie,Osaro,SR
WLB,Defense,Air Force Falcons,1st String,44,Uyl,Grant,SR
LCB,Defense,Air Force Falcons,1st String,0,Williams,Trey,SR
SS,Defense,Air Force Falcons,1st String,9,Brown,Levi,JR
FS,Defense,Air Force Falcons,1st String,11,Goff,Camby,SR
RCB,Defense,Air Force Falcons,1st String,3,Bellamy,Jamari,SR
SPUR,Defense,Air Force Falcons,1st String,5,Beard,K.C.,SR
PT,Special Teams,Air Force Falcons,1st String,95,Bay,Carson,SR
PK,Special Teams,Air Force Falcons,1st String,43,Dapore,Matthew,SR
KO,Special Teams,Air Force Falcons,1st String,43,Dapore,Matthew,SR
LS,Special Teams,Air Force Falcons,1st String,49,Chesney,Kurt,JR
H,Special Teams,Air Force Falcons,1st String,95,Bay,Carson,SR
PR,Special Teams,Air Force Falcons,1st String,21,Harris,Cade,SR
KR,Special Teams,Air Force Falcons,1st String,28,Calvert,Aiden,SR
WR-X,Offense,Air Force Falcons,2nd String,7,Roberson,Tre,JR
WR-Z,Offense,Air Force Falcons,2nd String,6,Breier,Cameron,SR
LT,Offense,Air Force Falcons,2nd String,78,Tate,Trevor,JR
LG,Offense,Air Force Falcons,2nd String,75,Falk,Alec,SO
C,Offense,Air Force Falcons,2nd String,62,Burnett,Jack,JR
RG,Offense,Air Force Falcons,2nd String,66,Sutulovich,Jace,JR
RT,Offense,Air Force Falcons,2nd String,68,Lawrence,Tyler,SO
TE,Offense,Air Force Falcons,2nd String,87,Menefee,Parker,JR
QB,Offense,Air Force Falcons,2nd String,10,Hayes,Quentin,SO
RB,Offense,Air Force Falcons,2nd String,8,Frew,Kade,JR
FB,Offense,Air Force Falcons,2nd String,12,Gist,Terrence,JR
DE,Defense,Air Force Falcons,2nd String,50,Palmer,Cole,SR
NT,Defense,Air Force Falcons,2nd String,96,Zdroik,Payton,SR
DT,Defense,Air Force Falcons,2nd String,93,Tillett,Andrew,SO
OLB,Defense,Air Force Falcons,2nd String,49,Santiago,David,SO
MLB,Defense,Air Force Falcons,2nd String,54,Burr,Are'an,JR
WLB,Defense,Air Force Falcons,2nd String,48,Fisher,Luke,SO
LCB,Defense,Air Force Falcons,2nd String,22,Gaillard,"Jr.,",Jerome SR
SS,Defense,Air Force Falcons,2nd String,12,Hendrix,Houston,SO
FS,Defense,Air Force Falcons,2nd String,20,Chen,Kyle,SO
RCB,Defense,Air Force Falcons,2nd String,2,Collins,Tyme,SR
SPUR,Defense,Air Force Falcons,2nd String,23,Tuioti-Mariner,Lincoln,SO
PT,Special Teams,Air Force Falcons,2nd String,97,Freer,Luke,JR
PK,Special Teams,Air Force Falcons,2nd String,96,Tubbs,Reagan,JR
KO,Special Teams,Air Force Falcons,2nd String,96,Tubbs,Reagan,JR
LS,Special Teams,Air Force Falcons,2nd String,48,DeBerardino,Anthony,SR
H,Special Teams,Air Force Falcons,2nd String,97,Freer,Luke,JR
PR,Special Teams,Air Force Falcons,2nd String,9,Smith,Quin,JR
KR,Special Teams,Air Force Falcons,2nd String,21,Harris,Cade,SR
WR-X,Offense,Air Force Falcons,3rd String,,,,
WR-Z,Offense,Air Force Falcons,3rd String,25,Latham,Tylor,JR
LT,Offense,Air Force Falcons,3rd String,,,,
LG,Offense,Air Force Falcons,3rd String,,,,
C,Offense,Air Force Falcons,3rd String,57,Averitt,Gabriel,JR
RG,Offense,Air Force Falcons,3rd String,,,,
RT,Offense,Air Force Falcons,3rd String,,,,
TE,Offense,Air Force Falcons,3rd String,,,,
QB,Offense,Air Force Falcons,3rd String,11,Johnson,Josh,SO
RB,Offense,Air Force Falcons,3rd String,,,,
FB,Offense,Air Force Falcons,3rd String,,,,
DE,Defense,Air Force Falcons,3rd String,,,,
NT,Defense,Air Force Falcons,3rd String,91,Rawls,"Jr.,",Lukia SO
DT,Defense,Air Force Falcons,3rd String,,,,
OLB,Defense,Air Force Falcons,3rd String,,,,
MLB,Defense,Air Force Falcons,3rd String,,,,
WLB,Defense,Air Force Falcons,3rd String,,,,
LCB,Defense,Air Force Falcons,3rd String,,,,
SS,Defense,Air Force Falcons,3rd String,,,,
FS,Defense,Air Force Falcons,3rd String,7,Martin,Jake,SR
RCB,Defense,Air Force Falcons,3rd String,,,,
SPUR,Defense,Air Force Falcons,3rd String,,,,
PT,Special Teams,Air Force Falcons,3rd String,,,,
PK,Special Teams,Air Force Falcons,3rd String,,,,
KO,Special Teams,Air Force Falcons,3rd String,,,,
LS,Special Teams,Air Force Falcons,3rd String,,,,
H,Special Teams,Air Force Falcons,3rd String,,,,
PR,Special Teams,Air Force Falcons,3rd String,,,,
KR,Special Teams,Air Force Falcons,3rd String,8,Frew,Kade,JR
